"tip_label","kingdom","phylum","class","order","family","genus","species","order2","alpha","family2","hab1","hab2","habitat_preference","num_present","family_common"
"otu_19799","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","freshwater","freshwater","freshwater",4,"SMWR01"
"otu_9227","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","freshwater","freshwater","freshwater",5,"SMWR01"
"otu_862","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",6,"SMWR01"
"otu_6372","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_7629","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_977","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",6,"SMWR01"
"otu_2000","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_1876","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_383","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",6,"SMWR01"
"otu_5343","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_5299","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","freshwater","mud_and_shore","freshwater:mud_and_shore",5,"SMWR01"
"otu_5075","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_3236","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","GCA-2729515","GCA-2729515 sp002729515","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",11,"SMWR01"
"otu_2688","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_962","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",7,"SMWR01"
"otu_11032","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_806","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_5712","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_5150","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_476","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",14,"SMWR01"
"otu_15611","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",6,"SMWR01"
"otu_1103","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_4843","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_795","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_3770","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_8313","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_404","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",9,"SMWR01"
"otu_13052","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","freshwater","freshwater","freshwater",4,"SMWR01"
"otu_782","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_566","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",6,"SMWR01"
"otu_775","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",11,"SMWR01"
"otu_1607","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_1813","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_1394","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_4831","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_2296","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_2561","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_1052","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_8416","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",6,"SMWR01"
"otu_399","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",7,"SMWR01"
"otu_3213","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_1928","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_3954","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_1281","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_1577","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_6852","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",6,"SMWR01"
"otu_1382","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",10,"SMWR01"
"otu_13669","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",6,"SMWR01"
"otu_4867","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","SMWR01","SMWR01 sp004356735","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_5727","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",5,"SMWR01"
"otu_1709","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",6,"SMWR01"
"otu_427","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_8731","Bacteria","Myxococcota","UBA9160","UBA9160","SMWR01","JABSQW01","JABSQW01 sp013215605","UBA9160",1,"SMWR01","mud_and_shore","mud_and_shore","mud_and_shore",4,"SMWR01"
"otu_90","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA,"Myxococcales",1,"uncertain","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncertain"
"otu_2309","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002390675","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_7694","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002390675","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",8,"uncommon"
"otu_3228","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002390675","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_2328","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002390675","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_29","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002390675","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",6,"uncommon"
"otu_704","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002390675","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",7,"uncommon"
"otu_1203","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",8,"uncommon"
"otu_1262","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_126","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","freshwater","freshwater","freshwater",24,"uncommon"
"otu_6200","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","freshwater","freshwater","freshwater",8,"uncommon"
"otu_891","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","freshwater","mud_and_shore","freshwater:mud_and_shore",8,"uncommon"
"otu_6970","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",6,"uncommon"
"otu_3607","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","freshwater","mud_and_shore","freshwater:mud_and_shore",5,"uncommon"
"otu_3597","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_313","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_3382","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_3501","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_6349","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_76","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",12,"uncommon"
"otu_11931","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_6028","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_990","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",8,"uncommon"
"otu_2374","Bacteria","Myxococcota",NA,NA,NA,NA,NA,"uncertain",0,"uncertain","mud_and_shore","mud_and_shore","mud_and_shore",8,"uncertain"
"otu_27","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",16,"uncommon"
"otu_4393","Bacteria","Myxococcota",NA,NA,NA,NA,NA,"uncertain",0,"uncertain","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncertain"
"otu_6202","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp011051925","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_2624","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_2638","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",8,"uncommon"
"otu_4337","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","DUBZ01","DUBZ01 sp012960035","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_5803","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","DUBZ01","DUBZ01 sp012960035","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_2382","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","DUBZ01","DUBZ01 sp012960035","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_2253","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","DUBZ01","DUBZ01 sp012960035","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_390","Bacteria","Myxococcota","UBA9160","UBA9160","UBA4427","UBA4427","UBA4427 sp002719955","UBA9160",1,"UBA4427","mud_and_shore","mud_and_shore","mud_and_shore",10,"uncommon"
"otu_1747","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",9,"uncommon"
"otu_6535","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_894","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_2317","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",9,"uncommon"
"otu_5466","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_1729","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_3115","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_7628","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_4071","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_3224","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_2370","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_2779","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_695","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_4254","Bacteria","Myxococcota","UBA9160","UBA9160","UBA9160","CAADGG01","CAADGG01 sp900696485","UBA9160",1,"UBA9160","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_9984","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","freshwater","terrestrial","freshwater:terrestrial",8,"uncommon"
"otu_7826","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","freshwater","terrestrial","freshwater:terrestrial",12,"uncommon"
"otu_7876","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","freshwater","mud_and_shore","freshwater:mud_and_shore",7,"uncommon"
"otu_4783","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","freshwater","terrestrial","freshwater:terrestrial",7,"uncommon"
"otu_6940","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","freshwater","freshwater","freshwater",6,"uncommon"
"otu_8800","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","freshwater","freshwater","freshwater",5,"uncommon"
"otu_3332","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","freshwater","terrestrial","freshwater:terrestrial",18,"uncommon"
"otu_12825","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","freshwater","freshwater","freshwater",5,"uncommon"
"otu_10119","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","terrestrial","terrestrial","terrestrial",6,"uncommon"
"otu_20121","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","freshwater","freshwater","freshwater",6,"uncommon"
"otu_6796","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","freshwater","mud_and_shore","freshwater:mud_and_shore",5,"uncommon"
"otu_3653","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","freshwater","freshwater","freshwater",7,"uncommon"
"otu_4942","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","M1803","M1803 sp006226595","UBA796",1,"GCA-2862545","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_3965","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","M1803","M1803 sp006226595","UBA796",1,"GCA-2862545","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_3138","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","mud_and_shore","mud_and_shore","mud_and_shore",7,"uncommon"
"otu_5027","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_4484","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_2123","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_4589","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_7559","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","CAIOSP01","CAIOSP01 sp903861005","UBA796",1,"GCA-2862545","mud_and_shore","mud_and_shore","mud_and_shore",6,"uncommon"
"otu_3457","Bacteria","Myxococcota","UBA796","UBA796","GCA-2862545","DRPG01","DRPG01 sp011376105","UBA796",1,"GCA-2862545","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncommon"
"otu_93","Bacteria","Myxococcota","UBA796","UBA796","UBA796","J125","J125 sp003694325","UBA796",1,"UBA796","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncommon"
"otu_1400","Bacteria","Myxococcota","UBA796","UBA796","SXON01","CAJBVW01","CAJBVW01 sp903959175","UBA796",1,"SXON01","terrestrial","terrestrial","terrestrial",4,"uncommon"
"otu_4682","Bacteria","Myxococcota","UBA796","UBA796","SXON01","CAJBVW01","CAJBVW01 sp903959175","UBA796",1,"SXON01","terrestrial","terrestrial","terrestrial",6,"uncommon"
"otu_4100","Bacteria","Myxococcota","UBA796","UBA796","SXON01","CAJBVW01","CAJBVW01 sp903959175","UBA796",1,"SXON01","terrestrial","terrestrial","terrestrial",5,"uncommon"
"otu_3170","Bacteria","Myxococcota","UBA796","UBA796","SXON01","SXON01","SXON01 sp903921785","UBA796",1,"SXON01","freshwater","freshwater","freshwater",9,"uncommon"
"otu_12337","Bacteria","Myxococcota","UBA796","UBA796","SXON01","CAJBVW01","CAJBVW01 sp903959175","UBA796",1,"SXON01","freshwater","freshwater","freshwater",6,"uncommon"
"otu_1371","Bacteria","Myxococcota","UBA796","UBA796","SXON01","SXON01","SXON01 sp903921785","UBA796",1,"SXON01","freshwater","freshwater","freshwater",4,"uncommon"
"otu_13930","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA,"Myxococcales",1,"uncertain","mud_and_shore","mud_and_shore","mud_and_shore",4,"uncertain"
"otu_4313","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Plesiocystis","Plesiocystis pacifica","Nannocystales",1,"Nannocystaceae","mud_and_shore","mud_and_shore","mud_and_shore",13,"Nannocystaceae"
"otu_1137","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Plesiocystis","Plesiocystis pacifica","Nannocystales",1,"Nannocystaceae","mud_and_shore","mud_and_shore","mud_and_shore",10,"Nannocystaceae"
"otu_3614","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae",NA,NA,"Nannocystales",1,"Nannocystaceae","mud_and_shore","mud_and_shore","mud_and_shore",5,"Nannocystaceae"
