"tip_label","kingdom","phylum","class","order","family","genus","species","order2","alpha","family2","hab1","hab2","habitat_preference","num_present","family_common"
"otu_1056","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",11,"Myxococcaceae"
"otu_1424","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus sp003611675","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",9,"Myxococcaceae"
"otu_124","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",15,"Myxococcaceae"
"otu_12431","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_3775","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Myxococcaceae"
"otu_9191","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus interemptor","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Myxococcaceae"
"otu_7657","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Myxococcaceae"
"otu_3795","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_443","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",11,"Myxococcaceae"
"otu_5004","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_3790","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",9,"Myxococcaceae"
"otu_839","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",11,"Myxococcaceae"
"otu_3670","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",7,"Myxococcaceae"
"otu_2693","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",6,"Myxococcaceae"
"otu_5182","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Myxococcaceae"
"otu_8812","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",7,"Myxococcaceae"
"otu_3592","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",12,"Myxococcaceae"
"otu_5900","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",8,"Myxococcaceae"
"otu_281","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",15,"Myxococcaceae"
"otu_10619","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",5,"Myxococcaceae"
"otu_4073","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",9,"Myxococcaceae"
"otu_4958","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",9,"Myxococcaceae"
"otu_1880","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",14,"Myxococcaceae"
"otu_2031","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","mud_and_shore","freshwater:mud_and_shore",10,"Myxococcaceae"
"otu_1477","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",5,"Myxococcaceae"
"otu_11448","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",6,"Myxococcaceae"
"otu_22054","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","mud_and_shore","terrestrial","mud_and_shore:terrestrial",5,"Myxococcaceae"
"otu_692","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",12,"Myxococcaceae"
"otu_7537","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_2073","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp010894455","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",8,"Myxococcaceae"
"otu_1531","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",13,"Myxococcaceae"
"otu_1119","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",5,"Myxococcaceae"
"otu_3541","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","mud_and_shore","freshwater:mud_and_shore",11,"Myxococcaceae"
"otu_4184","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",8,"Myxococcaceae"
"otu_2862","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",6,"Myxococcaceae"
"otu_4815","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",4,"Myxococcaceae"
"otu_4242","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",9,"Myxococcaceae"
"otu_8512","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",6,"Myxococcaceae"
"otu_1996","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",12,"Myxococcaceae"
"otu_7586","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",9,"Myxococcaceae"
"otu_7129","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Myxococcaceae"
"otu_6845","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",6,"Myxococcaceae"
"otu_9158","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",5,"Myxococcaceae"
"otu_724","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",8,"Myxococcaceae"
"otu_7219","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",8,"Myxococcaceae"
"otu_4862","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_915","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",23,"Myxococcaceae"
"otu_1703","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",6,"Myxococcaceae"
"otu_1173","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",7,"Myxococcaceae"
"otu_2096","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","freshwater","mud_and_shore","freshwater:mud_and_shore",5,"Myxococcaceae"
"otu_5170","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_4761","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",5,"Myxococcaceae"
"otu_7638","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",6,"Myxococcaceae"
"otu_5431","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_5107","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",8,"Myxococcaceae"
"otu_14269","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_10241","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_10629","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_8125","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",9,"Myxococcaceae"
"otu_4269","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",10,"Myxococcaceae"
"otu_2522","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","mud_and_shore","freshwater:mud_and_shore",4,"Myxococcaceae"
"otu_780","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",19,"Myxococcaceae"
"otu_2367","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Myxococcaceae"
"otu_3526","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","mud_and_shore","freshwater:mud_and_shore",8,"Myxococcaceae"
"otu_1641","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",11,"Myxococcaceae"
"otu_6507","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",8,"Myxococcaceae"
"otu_671","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",12,"Myxococcaceae"
"otu_1960","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",6,"Myxococcaceae"
"otu_9506","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",13,"Myxococcaceae"
"otu_1804","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",23,"Myxococcaceae"
"otu_661","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",22,"Myxococcaceae"
"otu_621","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",19,"Myxococcaceae"
"otu_14694","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","Stigmatella erecta","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",6,"Myxococcaceae"
"otu_22445","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","Stigmatella erecta","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",6,"Myxococcaceae"
"otu_3212","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",9,"Myxococcaceae"
"otu_10730","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Myxococcaceae"
"otu_3202","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",12,"Myxococcaceae"
"otu_2400","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",9,"Myxococcaceae"
"otu_1055","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Myxococcaceae"
"otu_2091","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",14,"Myxococcaceae"
"otu_1717","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",22,"Myxococcaceae"
"otu_2783","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",12,"Myxococcaceae"
"otu_13517","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_1128","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",12,"Myxococcaceae"
"otu_6452","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",11,"Myxococcaceae"
"otu_6473","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_12944","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Vitiosangium","Vitiosangium sp003044305","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_7075","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","Stigmatella aurantiaca","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",4,"Myxococcaceae"
"otu_4196","Bacteria","Myxococcota",NA,NA,NA,NA,NA,"uncertain",0,"uncertain","mud_and_shore","mud_and_shore","mud_and_shore",5,"uncertain"
"otu_5204","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","mud_and_shore","mud_and_shore","mud_and_shore",4,"Myxococcaceae"
"otu_16313","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",4,"Myxococcaceae"
"otu_7203","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",5,"Myxococcaceae"
"otu_5515","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",9,"Myxococcaceae"
"otu_1682","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",5,"Myxococcaceae"
"otu_1751","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",7,"Myxococcaceae"
"otu_6351","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",5,"Myxococcaceae"
"otu_11537","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",5,"Myxococcaceae"
"otu_2014","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",11,"Myxococcaceae"
"otu_1615","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_8955","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA,"Myxococcales",1,"uncertain","freshwater","terrestrial","freshwater:terrestrial",9,"uncertain"
"otu_777","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus sp003611675","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",12,"Myxococcaceae"
"otu_11240","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Myxococcaceae"
"otu_11716","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","RPRB01","RPRB01 sp003818285","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_591","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus sp010894435","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_3714","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",5,"Myxococcaceae"
"otu_4601","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",4,"Myxococcaceae"
"otu_8661","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_5877","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_1506","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",10,"Myxococcaceae"
"otu_21247","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",6,"Myxococcaceae"
"otu_3062","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",14,"Myxococcaceae"
"otu_10994","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",7,"Myxococcaceae"
"otu_4530","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA,NA,"Myxococcales",1,"uncertain","freshwater","freshwater","freshwater",5,"uncertain"
"otu_16503","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_8348","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_9295","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus exercitus","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_19790","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_10402","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",7,"Myxococcaceae"
"otu_8861","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",10,"Myxococcaceae"
"otu_2780","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","mud_and_shore","mud_and_shore","mud_and_shore",5,"Myxococcaceae"
"otu_4748","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",11,"Myxococcaceae"
"otu_377","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","mud_and_shore","mud_and_shore","mud_and_shore",5,"Myxococcaceae"
"otu_9045","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus","Aggregicoccus sp009659535","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",5,"Myxococcaceae"
"otu_7090","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",4,"Myxococcaceae"
"otu_925","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",9,"Myxococcaceae"
"otu_6016","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",7,"Myxococcaceae"
"otu_359","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_15273","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",4,"Myxococcaceae"
"otu_5555","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,NA,"Myxococcales",1,"Myxococcaceae","terrestrial","terrestrial","terrestrial",5,"Myxococcaceae"
"otu_6012","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium","Archangium","Myxococcales",1,"Myxococcaceae","freshwater","terrestrial","freshwater:terrestrial",6,"Myxococcaceae"
"otu_6782","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","Corallococcus sp003611675","Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",5,"Myxococcaceae"
"otu_3598","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus",NA,"Myxococcales",1,"Myxococcaceae","freshwater","freshwater","freshwater",6,"Myxococcaceae"
