generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,otu_9433_40CM-4-68-19,otu_5792_SG8-38,0,9.29238,-0.521904,0.05961,0
0,otu_6364_Anaeromyxobacteraceae,NA,0.901264,0.965003,0.31626,9.10631,0
0,otu_250_Anaeromyxobacteraceae,NA,0.749707,2.3319,-0.246355,12.3181,0
0,otu_3418_Anaeromyxobacteraceae,otu_1610_Anaeromyxobacteraceae,0.690761,23.5566,-1.44751,1.37031,0
0,otu_2107_Anaeromyxobacteraceae,otu_3394_Vulgatibacteraceae,0.441088,24.392,-2.7921,0.120235,0
0,otu_2408_Nannocystaceae,otu_4661_Nannocystaceae,0.635034,16.0646,-1.68326,1.21219,0
0,otu_11103_SG8-38,NA,0.966402,18.5501,0.865645,51.9097,0
0,otu_1279_Haliangiaceae,otu_1485,0.592221,25.3446,-3.0726,0.419989,0
0,otu_774_Sandaracinaceae,NA,0.768455,8.79524,-0.104835,15.6041,0
0,otu_1438_Sandaracinaceae,otu_2204_Sandaracinaceae,0.670836,13.412,0.142448,4.19819,0
0,otu_8902_SG8-38,otu_4806_SG8-38,0.438096,31.1216,-3.40195,1.65566,0
0,otu_2433_Polyangiaceae,otu_11385_SG8-38,0.659724,21.4863,-2.45097,0.85135,0
0,otu_1154_Polyangiaceae,otu_5044_Polyangiaceae,0.960254,81.5755,1.80663,11.0991,0
0,otu_5192_Polyangiaceae,otu_9234_Polyangiaceae,0.56515,25.6362,-2.87484,0.571643,0
0,otu_5092_Polyangiaceae,otu_519_Polyangiaceae,0.770298,22.0457,-0.423735,6.87987,0
0,otu_8095_SG8-38,otu_293_SG8-38,0.724683,22.4274,-2.38741,1.38298,0
0,otu_5163_Polyangiaceae,otu_4467_Polyangiaceae,0.405776,28.9833,-3.13869,1.32167,0
20000,otu_9433_40CM-4-68-19,otu_5792_SG8-38,0,10.8239,-0.815734,0.582355,0
20000,otu_3418_Anaeromyxobacteraceae,otu_1610_Anaeromyxobacteraceae,0.691755,21.3268,-1.72217,0.383064,0
20000,otu_2107_Anaeromyxobacteraceae,otu_3394_Vulgatibacteraceae,0.440029,24.7917,-2.65552,0.552612,0
20000,otu_5240_Nannocystaceae,otu_2408_Nannocystaceae,0.545966,18.1471,-2.0724,1.04002,0
20000,otu_6923_Nannocystaceae,otu_2631_Nannocystaceae,0.820572,20.2876,-1.25447,2.94224,0
20000,otu_1279_Haliangiaceae,otu_1485,0.594241,29.5843,-3.56578,0.718294,0
