generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,13,-158.822,1496.28,500,0
20000,12,-143.169,1487.24,7.49817,0.429
40000,13,-153.112,1497.91,21.1247,0.49
60000,11,-131.883,1487.38,12.2277,0.468
80000,14,-161.775,1489.43,16.3003,0.47
100000,13,-148.641,1502.77,14.3539,0.489385
120000,19,-218.037,1503.52,25.6395,0.525
140000,11,-129.525,1473.02,11.9525,0.451333
160000,20,-229.913,1478.35,23.5507,0.502192
180000,12,-148.357,1485.29,13.6263,0.466
200000,13,-147.653,1495.1,10.8142,0.469889
220000,14,-166.15,1482.35,17.3379,0.484
240000,13,-150.875,1493.89,15.9497,0.475
260000,12,-147.554,1486.2,17.3626,0.497375
280000,14,-162.795,1475.18,17.5485,0.509
300000,16,-193.589,1506.75,20.5901,0.5165
320000,18,-209.383,1490.41,27.8273,0.484
340000,18,-213.475,1509.42,18.7422,0.495
360000,11,-133.107,1483.71,9.76629,0.471
380000,18,-215.979,1494.1,25.7608,0.49
400000,14,-160.112,1512.98,13.4148,0.484
420000,11,-130.934,1497.65,12.8116,0.448
440000,12,-139.638,1480.57,13.5553,0.478667
460000,13,-160.353,1500.01,11.1794,0.493
480000,16,-182.229,1512.71,27.4642,0.518706
500000,10,-121.676,1489.52,10.1223,0.441
520000,11,-130.774,1496.55,9.15075,0.48275
540000,12,-143.218,1491.58,13.5417,0.504333
560000,14,-165.485,1496.25,10.8662,0.505
580000,19,-215.987,1503.8,26.8387,0.536
600000,13,-158.968,1490.8,13.7105,0.491
620000,17,-206.248,1495.76,15.7087,0.517
640000,11,-137.445,1484.17,16.4154,0.464
660000,17,-203.99,1495.26,19.0971,0.536
680000,12,-142.397,1491.01,12.9864,0.508
700000,12,-142.325,1500.22,17.618,0.477
720000,14,-162.354,1493.8,11.3491,0.4924
740000,15,-180.425,1495.56,13.8412,0.514
760000,14,-164.254,1481.72,10.8547,0.484
780000,13,-154.138,1480.01,16.8097,0.504
800000,13,-153.859,1496.44,17.3623,0.519
820000,14,-164.358,1500.07,17.7601,0.451
840000,15,-175.626,1502.41,18.3361,0.442
860000,8,-100.389,1474.97,9.7034,0.457
880000,14,-167.404,1504.82,13.3344,0.49856
900000,13,-152.36,1495.53,16.5919,0.476
920000,14,-163.108,1494.43,10.1174,0.482
940000,14,-165.556,1496.5,13.245,0.502444
