generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,16,-200.887,1432.87,500,1
20000,13,-168.141,1440.72,13.8706,0.506
40000,13,-168.964,1434.53,19.5618,0.51
60000,14,-181.868,1444.45,20.0796,0.483
80000,14,-172.938,1415.64,15.533,0.527
100000,14,-183.004,1427.94,13.0523,0.473
120000,13,-170.723,1427.84,10.6371,0.495
140000,14,-176.789,1419.45,16.239,0.519
160000,12,-158.683,1447.48,16.1203,0.491
180000,15,-192.564,1443.35,11.2048,0.5005
200000,14,-182.963,1435.9,11.2232,0.506
220000,11,-145.498,1432.13,10.3634,0.531
240000,13,-170.607,1437.46,15.3857,0.526
260000,13,-172.734,1445.06,13.7336,0.504
280000,18,-235.379,1445.95,19.9734,0.539714
300000,14,-181.816,1432.2,14.4369,0.5306
320000,13,-173.426,1442.13,7.37156,0.484
340000,15,-194.189,1426.59,11.9552,0.510217
360000,17,-211.389,1437.67,19.1662,0.529
380000,11,-146.742,1433.82,8.50613,0.48
400000,14,-175.781,1437.27,27.9879,0.537
420000,12,-156.841,1427.64,9.99714,0.512
440000,15,-198.266,1442.46,20.7757,0.525
460000,15,-186.259,1439.1,15.3339,0.499
480000,15,-191.151,1439.83,18.5068,0.538611
500000,15,-191.688,1421.82,18.5645,0.492
520000,17,-221.332,1440.28,19.3658,0.532327
540000,14,-178.603,1418.91,12.5496,0.522235
560000,16,-205.35,1449.47,15.5077,0.546
580000,21,-267.59,1453.48,18.6308,0.561
600000,15,-194.853,1440.65,23.5065,0.496333
620000,15,-195.67,1447.86,14.4469,0.529
640000,17,-215.583,1448.95,15.7605,0.517
660000,12,-161.364,1425.01,15.5855,0.482
680000,15,-183.847,1420.38,17.4103,0.54402
700000,16,-202.725,1444.64,16.5316,0.534
720000,14,-196.011,1452.01,15.8069,0.495333
740000,19,-248.219,1438.82,14.3318,0.5358
760000,16,-212.596,1437.07,17.7104,0.486
780000,20,-244.561,1446.69,20.3943,0.527059
800000,11,-147.94,1433.23,17.9984,0.502
820000,14,-181.752,1428.92,11.801,0.501333
840000,16,-202.129,1429.89,19.0616,0.538
860000,19,-237.349,1454.83,15.7566,0.55
880000,16,-194.466,1427.55,17.559,0.514
900000,16,-200.138,1426.99,10.4114,0.526
920000,15,-183.204,1428.63,16.6161,0.485
940000,11,-135.438,1416.53,11.5498,0.5
960000,14,-178.001,1432.89,12.7622,0.521
980000,14,-178.717,1428.89,11.9015,0.502167
1000000,14,-179.501,1447.31,12.5737,0.505
1020000,17,-208.699,1428.83,13.0119,0.548
1040000,15,-190.925,1441.07,14.4796,0.491
1060000,16,-202.662,1426.42,16.6354,0.508
1080000,17,-212.213,1433.48,22.0358,0.533
1100000,15,-195.957,1432.32,15.0084,0.502
1120000,14,-177.017,1427.99,14.4378,0.509
1140000,13,-172.417,1435.83,15.7708,0.503
1160000,13,-179.415,1442.02,14.1129,0.472
1180000,15,-196.14,1434.62,13.0603,0.517778
1200000,13,-170.769,1430.17,16.1462,0.506
1220000,16,-195.388,1407.5,14.6296,0.5564
1240000,14,-183.069,1442.57,14.5632,0.497
1260000,17,-211.978,1443.93,22.8683,0.519
1280000,15,-190.123,1423.32,17.4018,0.527
