generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,13,-202.522,1381.47,500,0
20000,11,-165.478,1370.78,12.3527,0.509
40000,13,-195.328,1386.29,7.97427,0.541625
60000,12,-176.439,1377.53,12.3619,0.531
80000,13,-179.313,1375.23,11.7088,0.546667
100000,10,-155.703,1375.67,15.8129,0.503
120000,14,-210.801,1398.54,16.6302,0.546
140000,15,-204.44,1366.94,17.9748,0.547923
160000,11,-160.663,1361.55,15.589,0.516
180000,14,-205.397,1368.15,9.16025,0.525
200000,10,-168.077,1386.42,11.3167,0.532333
220000,16,-209.92,1376.05,8.64413,0.54075
240000,12,-174.501,1349.94,5.61987,0.5385
260000,16,-224.415,1388.05,19.332,0.56
280000,12,-178.34,1374.82,6.29854,0.517455
300000,14,-201.818,1362.88,9.23389,0.531125
320000,13,-187.627,1372.94,16.1587,0.539
340000,14,-205.784,1369.09,19.9744,0.5535
360000,14,-197.822,1380.53,11.7335,0.54
380000,12,-173.227,1341.72,9.6774,0.555
400000,15,-206.634,1341.15,15.9548,0.534583
420000,9,-150.066,1361.22,11.7333,0.478
440000,11,-168.556,1384.58,7.70519,0.521
460000,12,-189.613,1383.67,7.91673,0.535654
480000,10,-158.625,1375.33,4.93998,0.53
500000,14,-198.701,1374.72,13.227,0.565
520000,12,-178.117,1368.41,9.55103,0.515
540000,10,-156.985,1366.5,5.44568,0.5146
560000,15,-209.307,1379.98,16.5958,0.551
580000,12,-174.5,1342.71,16.0053,0.538333
600000,12,-169.964,1391.65,13.938,0.538
620000,13,-184.818,1378.39,12.0723,0.489
640000,14,-207.825,1379.52,10.3596,0.5535
660000,11,-176.935,1366.6,16.2851,0.5
680000,11,-163.659,1360.41,6.55224,0.518
700000,15,-220.339,1380.23,12.6475,0.543
720000,14,-199.315,1376.75,17.6631,0.5384
740000,12,-176.676,1381.9,7.95866,0.54
760000,14,-194.891,1383.54,6.19351,0.569579
780000,12,-177.094,1373.34,13.7358,0.559
800000,11,-172.94,1384.3,10.1901,0.514
820000,15,-222.106,1366.91,11.8036,0.555
840000,15,-220.895,1392.09,19.5217,0.544375
860000,15,-229.875,1391.81,19.4932,0.547
880000,15,-209.793,1377.61,14.9727,0.535
900000,11,-175.957,1378.6,13.3389,0.513
920000,19,-267.596,1380.4,22.4368,0.5641
940000,9,-140.24,1367.38,9.47756,0.445
960000,10,-156.095,1358.98,19.2675,0.511
980000,13,-186.674,1387.61,9.74292,0.545
1000000,14,-197.841,1383.81,22.2442,0.561
1020000,16,-217.488,1370.71,15.0165,0.548
1040000,11,-168.207,1378.42,13.186,0.539
1060000,12,-179.83,1370.48,8.31053,0.536
1080000,11,-167.882,1361.85,11.7265,0.55
