"","boot_num","habitat_preference","estimated_d","prob_random","prob_brownian","similarity"
"1",1,"freshwater",0.282611804370825,0,0.069,93
"2",1,"marine_mud",-0.147175645201922,0,0.785,93
"3",1,"terrestrial",0.32321167882242,0,0.045,93
"4",2,"freshwater",0.428524831057346,0,0.009,93
"5",2,"marine_mud",-0.101485505783913,0,0.713,93
"6",2,"terrestrial",0.219951223407501,0,0.135,93
"7",3,"freshwater",0.346264562887084,0,0.031,93
"8",3,"marine_mud",-0.173733402681409,0,0.805,93
"9",3,"terrestrial",0.317755702354359,0,0.043,93
"10",4,"freshwater",0.348467194463237,0,0.029,93
"11",4,"marine_mud",-0.0476158151266274,0,0.624,93
"12",4,"terrestrial",0.400294105353406,0,0.007,93
"13",5,"freshwater",0.366270753069195,0,0.021,93
"14",5,"marine_mud",-0.0112668831044091,0,0.555,93
"15",5,"terrestrial",0.218271579843748,0,0.15,93
"16",6,"freshwater",0.428965709646928,0,0.012,93
"17",6,"marine_mud",0.0641415607419104,0,0.408,93
"18",6,"terrestrial",0.352849850345784,0,0.02,93
"19",7,"freshwater",0.386989842098496,0,0.01,93
"20",7,"marine_mud",0.0653243011687556,0,0.394,93
"21",7,"terrestrial",0.264389295393742,0,0.07,93
"22",8,"freshwater",0.28990038156353,0,0.054,93
"23",8,"marine_mud",-0.192967021163214,0,0.849,93
"24",8,"terrestrial",0.246009898029197,0,0.102,93
"25",9,"freshwater",0.376713467504507,0,0.019,93
"26",9,"marine_mud",-0.118217857878595,0,0.727,93
"27",9,"terrestrial",0.380979728999153,0,0.019,93
"28",10,"freshwater",0.271954054525429,0,0.089,93
"29",10,"marine_mud",-0.168389436938982,0,0.801,93
"30",10,"terrestrial",0.234324158216079,0,0.13,93
"31",11,"freshwater",0.366757180876203,0,0.029,93
"32",11,"marine_mud",-0.0299342733407828,0,0.575,93
"33",11,"terrestrial",0.282832569253998,0,0.069,93
"34",12,"freshwater",0.358500255941961,0,0.019,93
"35",12,"marine_mud",-0.0502851729186569,0,0.627,93
"36",12,"terrestrial",0.242487178983014,0,0.118,93
"37",13,"freshwater",0.417441144292117,0,0.008,93
"38",13,"marine_mud",0.0248145408518649,0,0.48,93
"39",13,"terrestrial",0.415499946060975,0,0.008,93
"40",14,"freshwater",0.324814799091498,0,0.034,93
"41",14,"marine_mud",-0.099549334588371,0,0.716,93
"42",14,"terrestrial",0.364127545218347,0,0.023,93
"43",15,"freshwater",0.425707474488162,0,0.011,93
"44",15,"marine_mud",0.0951198936412719,0,0.347,93
"45",15,"terrestrial",0.383870942362984,0,0.016,93
"46",16,"freshwater",0.43119404464069,0,0.007,93
"47",16,"marine_mud",-0.00272371485831046,0,0.528,93
"48",16,"terrestrial",0.353704168891682,0,0.028,93
"49",17,"freshwater",0.529479179102493,0,0.002,93
"50",17,"marine_mud",-0.180176662033594,0,0.807,93
"51",17,"terrestrial",0.428433597993022,0,0.008,93
"52",18,"freshwater",0.301160131476095,0,0.067,93
