"","boot_num","habitat_preference","estimated_d","prob_random","prob_brownian","similarity"
"1",1,"freshwater",0.370854334991897,0,0.013,"91"
"2",1,"marine_mud",0.0233675805979038,0,0.472,"91"
"3",1,"terrestrial",0.292411332893124,0,0.057,"91"
"4",2,"freshwater",0.369338175985056,0,0.019,"91"
"5",2,"marine_mud",0.0354269104168816,0,0.452,"91"
"6",2,"terrestrial",0.281742082054239,0,0.059,"91"
"7",3,"freshwater",0.38451693788819,0,0.01,"91"
"8",3,"marine_mud",0.0355017011624243,0,0.451,"91"
"9",3,"terrestrial",0.280440616391992,0,0.067,"91"
"10",4,"freshwater",0.377410374380755,0,0.019,"91"
"11",4,"marine_mud",0.0196213708230369,0,0.475,"91"
"12",4,"terrestrial",0.287221007218838,0,0.059,"91"
"13",5,"freshwater",0.376026056683484,0,0.017,"91"
"14",5,"marine_mud",0.0139022388008684,0,0.503,"91"
"15",5,"terrestrial",0.276767425673386,0,0.065,"91"
"16",6,"freshwater",0.383179642176308,0,0.012,"91"
"17",6,"marine_mud",0.0426362158282028,0,0.43,"91"
"18",6,"terrestrial",0.294671428442867,0,0.05,"91"
"19",7,"freshwater",0.376018957143067,0,0.013,"91"
"20",7,"marine_mud",0.0481411009031438,0,0.422,"91"
"21",7,"terrestrial",0.277697397516419,0,0.077,"91"
"22",8,"freshwater",0.359572201656919,0,0.018,"91"
"23",8,"marine_mud",0.0344371214445773,0,0.455,"91"
"24",8,"terrestrial",0.277342707661311,0,0.072,"91"
"25",9,"freshwater",0.376670318986702,0,0.019,"91"
"26",9,"marine_mud",0.0397119138338629,0,0.453,"91"
"27",9,"terrestrial",0.297492476746336,0,0.063,"91"
"28",10,"freshwater",0.37631141583661,0,0.017,"91"
"29",10,"marine_mud",0.0281953436583326,0,0.464,"91"
"30",10,"terrestrial",0.275993910003815,0,0.069,"91"
"31",11,"freshwater",0.361084004777884,0,0.022,"91"
"32",11,"marine_mud",0.0172494984558642,0,0.496,"91"
"33",11,"terrestrial",0.29179733759157,0,0.043,"91"
"34",12,"freshwater",0.374442322112029,0,0.011,"91"
"35",12,"marine_mud",0.0378152806343178,0,0.436,"91"
"36",12,"terrestrial",0.236425625380379,0,0.109,"91"
"37",13,"freshwater",0.389367461942433,0,0.016,"91"
"38",13,"marine_mud",0.0415496988228959,0,0.437,"91"
"39",13,"terrestrial",0.290616091863959,0,0.059,"91"
"40",14,"freshwater",0.389247946524571,0,0.011,"91"
"41",14,"marine_mud",0.0394027474556313,0,0.436,"91"
"42",14,"terrestrial",0.287444297350767,0,0.055,"91"
"43",15,"freshwater",0.365095928091354,0,0.015,"91"
"44",15,"marine_mud",0.0146577393732197,0,0.471,"91"
"45",15,"terrestrial",0.294303928185575,0,0.065,"91"
