"","boot_num","habitat_preference","model","similarity","estimated_lambda"
"1",1,"all","er","99",0.92655556608516
"2",1,"freshwater","ard","99",0.935502537546123
"3",1,"marine_mud","ard","99",0.913936743413087
"4",1,"terrestrial","ard","99",0.972604579501746
"5",2,"all","er","99",1.4368476780763e-133
"6",2,"freshwater","ard","99",0.91488017214937
"7",2,"marine_mud","ard","99",0.978305300228948
"8",2,"terrestrial","ard","99",0.826305610570648
"9",3,"all","er","99",0.893580644128175
"10",3,"freshwater","ard","99",0.522532505181886
"11",3,"marine_mud","ard","99",0.861438932646124
"12",3,"terrestrial","ard","99",0.888649688371547
"13",4,"all","er","99",0.876911960536608
"14",4,"freshwater","ard","99",0.473593264313321
"15",4,"marine_mud","ard","99",0.674780755774534
"16",4,"terrestrial","ard","99",0.863380362293696
"17",5,"all","er","99",0.896971856101419
"18",5,"freshwater","ard","99",0.504199322061802
"19",5,"marine_mud","ard","99",0.869440084605996
"20",5,"terrestrial","ard","99",0.767365087209094
"21",6,"all","er","99",0.926439915163664
"22",6,"freshwater","ard","99",0.911041025495057
"23",6,"marine_mud","ard","99",0.90456586956854
"24",6,"terrestrial","ard","99",0.756299324272823
"25",7,"all","er","99",0.890140070655164
"26",7,"freshwater","ard","99",0.662144215565954
"27",7,"marine_mud","ard","99",0.753011572803684
"28",7,"terrestrial","ard","99",0.98256839223396
"29",8,"all","er","99",0.864980987895945
"30",8,"freshwater","ard","99",0.434700454501945
"31",8,"marine_mud","ard","99",0.881532759551921
"32",8,"terrestrial","ard","99",0.765659290148258
"33",9,"all","er","99",0.961385625551429
"34",9,"freshwater","ard","99",0.695906662182975
"35",9,"marine_mud","ard","99",0.738218346922423
"36",9,"terrestrial","ard","99",0.769032357735557
"37",10,"all","er","99",0.86499701668817
"38",10,"freshwater","ard","99",0.67010772761017
"39",10,"marine_mud","ard","99",0.812714147284561
"40",10,"terrestrial","ard","99",0.865636776870999
"41",11,"all","er","99",0.858078119441359
"42",11,"freshwater","ard","99",0.518394952441665
"43",11,"marine_mud","ard","99",0.837872490684223
"44",11,"terrestrial","ard","99",0.82964774133995
"45",12,"all","er","99",0.8882621395881
"46",12,"freshwater","ard","99",0.533727773299577
"47",12,"marine_mud","ard","99",0.94639201599691
"48",12,"terrestrial","ard","99",0.924720111360682
"49",13,"all","er","99",0.877919737236907
"50",13,"freshwater","ard","99",0.789234821616452
"51",13,"marine_mud","ard","99",0.836597222190793
"52",13,"terrestrial","ard","99",0.878522911488139
"53",14,"all","er","99",0.86132549832552
"54",14,"freshwater","ard","99",0.69080829860483
"55",14,"marine_mud","ard","99",0.808443283885435
"56",14,"terrestrial","ard","99",0.846795845584334
"57",15,"all","er","99",0.913317947496597
"58",15,"freshwater","ard","99",0.774742590707416
"59",15,"marine_mud","ard","99",0.848658557355342
"60",15,"terrestrial","ard","99",0.810639457178885
"61",16,"all","er","99",0.88919586767621
"62",16,"freshwater","ard","99",0.678898765234831
"63",16,"marine_mud","ard","99",0.883706670354292
"64",16,"terrestrial","ard","99",0.913097686726554
"65",17,"all","er","99",0.87078528274768
"66",17,"freshwater","ard","99",0.376214326449757
"67",17,"marine_mud","ard","99",0.847512268724301
"68",17,"terrestrial","ard","99",0.579834190295002
