"","habitat_preference","estimated_d","prob_random","prob_brownian","similarity"
"1","freshwater",0.359076368980581,0,0,"95"
"2","marine_mud",-0.1417883750693,0,0.837,"95"
"3","terrestrial",0.290067216529863,0,0.007,"95"
