"","boot_num","habitat_preference","estimated_d","prob_random","prob_brownian","similarity"
"1",1,"freshwater",0.33837009705087,0,0.025,"95"
"2",1,"marine_mud",-0.0470372030992079,0,0.618,"95"
"3",1,"terrestrial",0.393243038146276,0,0.018,"95"
"4",2,"freshwater",0.425103154671097,0,0.009,"95"
"5",2,"marine_mud",-0.0355933759986146,0,0.59,"95"
"6",2,"terrestrial",0.377687597467317,0,0.018,"95"
"7",3,"freshwater",0.143391375694778,0,0.238,"95"
"8",3,"marine_mud",-0.311976631594792,0,0.921,"95"
"9",3,"terrestrial",0.296246590566442,0,0.068,"95"
"10",4,"freshwater",0.338941899861921,0,0.033,"95"
"11",4,"marine_mud",-0.289700041714242,0,0.914,"95"
"12",4,"terrestrial",0.283003988069884,0,0.075,"95"
"13",5,"freshwater",0.4977918649996,0,0.004,"95"
"14",5,"marine_mud",0.0454276878636072,0,0.436,"95"
"15",5,"terrestrial",0.407883601474403,0,0.017,"95"
"16",6,"freshwater",0.367978484763846,0,0.022,"95"
"17",6,"marine_mud",-0.0237308678199372,0,0.559,"95"
"18",6,"terrestrial",0.28062512123947,0,0.086,"95"
"19",7,"freshwater",0.27057633599124,0,0.091,"95"
"20",7,"marine_mud",-0.160050369346147,0,0.789,"95"
"21",7,"terrestrial",0.440895643828317,0,0.007,"95"
"22",8,"freshwater",0.29626156810539,0,0.064,"95"
"23",8,"marine_mud",-0.077961337324756,0,0.669,"95"
"24",8,"terrestrial",0.231155593510338,0,0.148,"95"
"25",9,"freshwater",0.314101632432204,0,0.045,"95"
"26",9,"marine_mud",-0.0964840917166692,0,0.702,"95"
"27",9,"terrestrial",0.381852607676025,0,0.03,"95"
"28",10,"freshwater",0.467727648684907,0,0.001,"95"
"29",10,"marine_mud",-0.0896295012848135,0,0.671,"95"
"30",10,"terrestrial",0.269964735282823,0,0.092,"95"
"31",11,"freshwater",0.265791608518134,0,0.089,"95"
"32",11,"marine_mud",-0.205938654222987,0,0.823,"95"
"33",11,"terrestrial",0.248581794138006,0,0.127,"95"
"34",12,"freshwater",0.451749047205099,0,0.003,"95"
"35",12,"marine_mud",-0.0590075058448242,0,0.622,"95"
"36",12,"terrestrial",0.458208092256005,0,0.009,"95"
"37",13,"freshwater",0.25775329402222,0,0.089,"95"
"38",13,"marine_mud",-0.230933133941724,0,0.845,"95"
"39",13,"terrestrial",0.267458990438248,0,0.092,"95"
"40",14,"freshwater",0.359200125562008,0,0.026,"95"
"41",14,"marine_mud",-0.170926132777006,0,0.772,"95"
"42",14,"terrestrial",0.34465252269352,0,0.04,"95"
"43",15,"freshwater",0.282241617120358,0,0.069,"95"
"44",15,"marine_mud",-0.0670784239441016,0,0.626,"95"
"45",15,"terrestrial",0.326356991596701,0,0.052,"95"
"46",16,"freshwater",0.509905121931531,0,0.004,"95"
"47",16,"marine_mud",-0.0284200072255436,0,0.576,"95"
"48",16,"terrestrial",0.391957466274362,0,0.014,"95"
"49",17,"freshwater",0.303440974374318,0,0.048,"95"
"50",17,"marine_mud",-0.0899152201872906,0,0.685,"95"
"51",17,"terrestrial",0.435535767341804,0,0.011,"95"
"52",18,"freshwater",0.339913494988347,0,0.026,"95"
"53",18,"marine_mud",-0.228478084657207,0,0.867,"95"
"54",18,"terrestrial",0.389254673646848,0,0.019,"95"
"55",19,"freshwater",0.405911097069755,0,0.005,"95"
"56",19,"marine_mud",-0.191875172665496,0,0.829,"95"
"57",19,"terrestrial",0.441777814629633,0,0.01,"95"
"58",20,"freshwater",0.550652107049347,0,0.002,"95"
"59",20,"marine_mud",-0.00776208801095802,0,0.538,"95"
"60",20,"terrestrial",0.351777629210721,0,0.048,"95"
"61",21,"freshwater",0.342853996466269,0,0.029,"95"
"62",21,"marine_mud",-0.102387175550473,0,0.721,"95"
"63",21,"terrestrial",0.279718817968146,0,0.078,"95"
"64",22,"freshwater",0.548689477926552,0,0,"95"
"65",22,"marine_mud",-0.0582907351798213,0,0.636,"95"
"66",22,"terrestrial",0.314002378640286,0,0.04,"95"
"67",23,"freshwater",0.0479645814780315,0,0.412,"95"
"68",23,"marine_mud",-0.205106676552373,0,0.836,"95"
"69",23,"terrestrial",0.342769490065361,0,0.04,"95"
"70",24,"freshwater",0.288829964249598,0,0.059,"95"
"71",24,"marine_mud",-0.0276426833492439,0,0.593,"95"
"72",24,"terrestrial",0.421012972173355,0,0.016,"95"
"73",25,"freshwater",0.402602428608141,0,0.018,"95"
"74",25,"marine_mud",-0.026256929178117,0,0.565,"95"
"75",25,"terrestrial",0.3796901629461,0,0.024,"95"
"76",26,"freshwater",0.216583315331009,0,0.139,"95"
"77",26,"marine_mud",-0.333012241418315,0,0.943,"95"
"78",26,"terrestrial",0.325550241551333,0,0.047,"95"
"79",27,"freshwater",0.414364629210635,0,0.016,"95"
"80",27,"marine_mud",-0.153765910459537,0,0.774,"95"
"81",27,"terrestrial",0.0659859230553988,0,0.412,"95"
"82",28,"freshwater",0.442559536513276,0,0.004,"95"
"83",28,"marine_mud",-0.112440254906469,0,0.709,"95"
"84",28,"terrestrial",0.318658830154847,0,0.054,"95"
"85",29,"freshwater",0.416781971906458,0,0.011,"95"
"86",29,"marine_mud",-0.0806662087444577,0,0.671,"95"
"87",29,"terrestrial",0.287346838072727,0,0.067,"95"
"88",30,"freshwater",0.324386136150522,0,0.047,"95"
"89",30,"marine_mud",-0.250523831986538,0,0.882,"95"
"90",30,"terrestrial",0.260574098779966,0,0.104,"95"
"91",31,"freshwater",0.372224056232126,0,0.024,"95"
"92",31,"marine_mud",-0.159983269567835,0,0.792,"95"
"93",31,"terrestrial",0.276775549657052,0,0.07,"95"
"94",32,"freshwater",0.519728245073079,0,0.002,"95"
"95",32,"marine_mud",-0.0812745770996701,0,0.673,"95"
"96",32,"terrestrial",0.448588880745279,0,0.008,"95"
"97",33,"freshwater",0.311989290166462,0,0.064,"95"
"98",33,"marine_mud",-0.183802483393113,0,0.812,"95"
"99",33,"terrestrial",0.0967261681789878,0,0.325,"95"
"100",34,"freshwater",0.334720824867384,0,0.045,"95"
"101",34,"marine_mud",-0.0277215130011985,0,0.572,"95"
"102",34,"terrestrial",0.327048290505646,0,0.045,"95"
"103",35,"freshwater",0.328631917856706,0,0.035,"95"
"104",35,"marine_mud",-0.101170987881541,0,0.682,"95"
"105",35,"terrestrial",0.49829710118282,0,0.004,"95"
"106",36,"freshwater",0.341863568984766,0,0.029,"95"
"107",36,"marine_mud",-0.0760345653332339,0,0.672,"95"
"108",36,"terrestrial",0.421671400168798,0,0.009,"95"
