"","boot_num","habitat_preference","model","similarity","estimated_lambda"
"1",1,"all","er","97",0.93242735668727
"2",1,"freshwater","ard","97",0.790918987281584
"3",1,"marine_mud","ard","97",0.968355402685223
"4",1,"terrestrial","ard","97",0.76294027730768
"5",2,"all","er","97",0.958924830629349
"6",2,"freshwater","ard","97",0.524886977650746
"7",2,"marine_mud","ard","97",0.909180102701495
"8",2,"terrestrial","ard","97",0.687418812047712
"9",3,"all","er","97",0.902795382140454
"10",3,"freshwater","ard","97",0.266895821344044
"11",3,"marine_mud","ard","97",0.89221992631421
"12",3,"terrestrial","ard","97",0.838440514956028
"13",4,"all","er","97",0.87888525848135
"14",4,"freshwater","ard","97",0.84365731538523
"15",4,"marine_mud","ard","97",0.879085072859121
"16",4,"terrestrial","ard","97",0.648528702672155
"17",5,"all","er","97",0.974175555650396
"18",5,"freshwater","ard","97",0.73188201035037
"19",5,"marine_mud","ard","97",0.937804434649392
"20",5,"terrestrial","ard","97",0.827101030318447
"21",6,"all","er","97",0.920254020115156
"22",6,"freshwater","ard","97",0.733372976199982
"23",6,"marine_mud","ard","97",0.929988128005074
"24",6,"terrestrial","ard","97",0.769655317811407
"25",7,"all","er","97",0.906894884445975
"26",7,"freshwater","ard","97",0.814315446735847
"27",7,"marine_mud","ard","97",0.801373669882977
"28",7,"terrestrial","ard","97",0.829688330958726
"29",8,"all","er","97",0.978874485510413
"30",8,"freshwater","ard","97",0.989108382528071
"31",8,"marine_mud","ard","97",0.999733513356183
"32",8,"terrestrial","ard","97",0.879411775787411
"33",9,"all","er","97",0.917897004929691
"34",9,"freshwater","ard","97",0.907915170417931
"35",9,"marine_mud","ard","97",0.982764512834583
"36",9,"terrestrial","ard","97",0.972062618554753
"37",10,"all","er","97",0.966793319079541
"38",10,"freshwater","ard","97",0.795042317657886
"39",10,"marine_mud","ard","97",0.863407407212816
"40",10,"terrestrial","ard","97",0.683991583799653
"41",11,"all","er","97",0.86364849930317
"42",11,"freshwater","ard","97",0.548836506097953
"43",11,"marine_mud","ard","97",0.906415999074051
"44",11,"terrestrial","ard","97",0.793520902684263
"45",12,"all","er","97",7.33304070135097e-14
"46",12,"freshwater","ard","97",0.521866317350024
"47",12,"marine_mud","ard","97",0.982477916061757
"48",12,"terrestrial","ard","97",0.980147996776331
"49",13,"all","er","97",0.923356849465751
"50",13,"freshwater","ard","97",0.679433112256408
"51",13,"marine_mud","ard","97",0.809339184121749
"52",13,"terrestrial","ard","97",0.675103909522217
"53",14,"all","er","97",0.916015999874046
"54",14,"freshwater","ard","97",0.656618886525109
