"","boot_num","habitat_preference","model","similarity","estimated_lambda"
"1",1,"all","er","93",0.697890030016691
"2",1,"freshwater","ard","93",0.538965590052333
"3",1,"marine_mud","ard","93",0.690064336261392
"4",1,"terrestrial","ard","93",0.590002284009066
"5",2,"all","er","93",0.846616575865233
"6",2,"freshwater","ard","93",0.791907548010551
"7",2,"marine_mud","ard","93",0.849605844289596
"8",2,"terrestrial","ard","93",0.712620248436866
"9",3,"all","er","93",0.778133508461972
"10",3,"freshwater","ard","93",0.824834124056344
"11",3,"marine_mud","ard","93",0.868376806789296
"12",3,"terrestrial","ard","93",0.706544889363928
"13",4,"all","er","93",0.876313151175954
"14",4,"freshwater","ard","93",0.700714925020427
"15",4,"marine_mud","ard","93",0.784145942775631
"16",4,"terrestrial","ard","93",0.689738169498777
"17",5,"all","er","93",0.845781682723359
"18",5,"freshwater","ard","93",0.783152798725427
"19",5,"marine_mud","ard","93",0.879991398996324
"20",5,"terrestrial","ard","93",0.872568818207819
"21",6,"all","er","93",0.735990081322346
"22",6,"freshwater","ard","93",0.676332820951945
"23",6,"marine_mud","ard","93",0.862833513014397
"24",6,"terrestrial","ard","93",0.480871528553014
"25",7,"all","er","93",0.76210231412059
"26",7,"freshwater","ard","93",0.622442489789127
"27",7,"marine_mud","ard","93",0.686645230101474
"28",7,"terrestrial","ard","93",0.605114914622871
"29",8,"all","er","93",0.797831064749722
"30",8,"freshwater","ard","93",0.661729062992757
"31",8,"marine_mud","ard","93",0.897387326545654
"32",8,"terrestrial","ard","93",0.638819024102985
"33",9,"all","er","93",0.789830429844797
"34",9,"freshwater","ard","93",0.68318527344465
"35",9,"marine_mud","ard","93",0.825616767512404
"36",9,"terrestrial","ard","93",0.835765450718267
"37",10,"all","er","93",0.799158335881202
"38",10,"freshwater","ard","93",0.592810783822143
"39",10,"marine_mud","ard","93",0.626961365543508
"40",10,"terrestrial","ard","93",4.90941949192783e-14
"41",11,"all","er","93",0.801984346378947
"42",11,"freshwater","ard","93",0.667938618068046
"43",11,"marine_mud","ard","93",0.94990642502773
"44",11,"terrestrial","ard","93",0.767304926463071
"45",12,"all","er","93",0.738184454046995
"46",12,"freshwater","ard","93",0.584102062410174
"47",12,"marine_mud","ard","93",0.715764128007194
"48",12,"terrestrial","ard","93",0.508438513835848
"49",13,"all","er","93",0.904612410318796
"50",13,"freshwater","ard","93",0.77458208418182
"51",13,"marine_mud","ard","93",0.91737854679361
"52",13,"terrestrial","ard","93",0.731280304281904
"53",14,"all","er","93",0.784659650658868
"54",14,"freshwater","ard","93",0.710087400604803
"55",14,"marine_mud","ard","93",0.881627290493313
"56",14,"terrestrial","ard","93",0.639165306779389
"57",15,"all","er","93",0.851919922878344
"58",15,"freshwater","ard","93",0.732876950483384
"59",15,"marine_mud","ard","93",0.896377565885288
"60",15,"terrestrial","ard","93",0.745527871046896
"61",16,"all","er","93",0.809307088866791
"62",16,"freshwater","ard","93",0.616578743831388
"63",16,"marine_mud","ard","93",0.760399150339872
"64",16,"terrestrial","ard","93",0.619957577212844
"65",17,"all","er","93",0.81792843436185
"66",17,"freshwater","ard","93",0.694397911545987
"67",17,"marine_mud","ard","93",0.668330653477804
"68",17,"terrestrial","ard","93",0.783493721836254
"69",18,"all","er","93",0.850072500133558
"70",18,"freshwater","ard","93",0.700659114233118
"71",18,"marine_mud","ard","93",0.793356060606312
"72",18,"terrestrial","ard","93",0.745587210012393
"73",19,"all","er","93",0.765777359276918
"74",19,"freshwater","ard","93",0.641577532261929
"75",19,"marine_mud","ard","93",0.859295778477681
"76",19,"terrestrial","ard","93",0.840580902928245
"77",20,"all","er","93",0.832542230297439
"78",20,"freshwater","ard","93",0.675247765076353
"79",20,"marine_mud","ard","93",0.887529278922172
"80",20,"terrestrial","ard","93",0.930211896471873
"81",21,"all","er","93",0.757242241040628
"82",21,"freshwater","ard","93",0.667938853890089
"83",21,"marine_mud","ard","93",0.91032374112299
"84",21,"terrestrial","ard","93",0.594525863412031
"85",22,"all","er","93",0.870909953252512
"86",22,"freshwater","ard","93",0.757392363817169
"87",22,"marine_mud","ard","93",0.792503996227055
"88",22,"terrestrial","ard","93",0.763988115734817
"89",23,"all","er","93",0.828933487414749
"90",23,"freshwater","ard","93",0.706733767183475
"91",23,"marine_mud","ard","93",0.886136696932704
"92",23,"terrestrial","ard","93",0.943853747796347
"93",24,"all","er","93",0.823902265696337
"94",24,"freshwater","ard","93",0.612724092053922
"95",24,"marine_mud","ard","93",0.796041748156016
"96",24,"terrestrial","ard","93",0.845679629335804
"97",25,"all","er","93",0.829360444919016
"98",25,"freshwater","ard","93",0.651311793984081
"99",25,"marine_mud","ard","93",0.89788928559745
"100",25,"terrestrial","ard","93",0.605124080400547
"101",26,"all","er","93",0.84349911973382
"102",26,"freshwater","ard","93",0.644010318168464
"103",26,"marine_mud","ard","93",0.880871432078675
"104",26,"terrestrial","ard","93",0.815927816432657
"105",27,"all","er","93",0.813625233859386
"106",27,"freshwater","ard","93",0.580136220776813
"107",27,"marine_mud","ard","93",0.80603693142942
"108",27,"terrestrial","ard","93",0.760175498848264
"109",28,"all","er","93",0.749783198889112
"110",28,"freshwater","ard","93",0.53451300616015
"111",28,"marine_mud","ard","93",0.812356472034128
"112",28,"terrestrial","ard","93",0.801816763327711
"113",29,"all","er","93",0.791733296780234
"114",29,"freshwater","ard","93",0.777043941665815
"115",29,"marine_mud","ard","93",0.81692010456589
"116",29,"terrestrial","ard","93",0.610386314281351
"117",30,"all","er","93",0.853919036438542
"118",30,"freshwater","ard","93",0.726260099245379
"119",30,"marine_mud","ard","93",0.895063067838662
"120",30,"terrestrial","ard","93",0.584883635759022
"121",31,"all","er","93",0.799165301219843
"122",31,"freshwater","ard","93",0.615920374817887
"123",31,"marine_mud","ard","93",0.802439114164925
"124",31,"terrestrial","ard","93",0.70501466682678
"125",32,"all","er","93",0.796566227458825
"126",32,"freshwater","ard","93",0.727706002972304
"127",32,"marine_mud","ard","93",0.864374576425283
"128",32,"terrestrial","ard","93",0.651465331373511
"129",33,"all","er","93",0.812012756453979
"130",33,"freshwater","ard","93",0.79246682663497
"131",33,"marine_mud","ard","93",0.858689855997253
"132",33,"terrestrial","ard","93",0.590365427078968
"133",34,"all","er","93",0.806927665745899
"134",34,"freshwater","ard","93",0.781713329876178
"135",34,"marine_mud","ard","93",0.852347592021843
"136",34,"terrestrial","ard","93",0.869688892518534
"137",35,"all","er","93",0.868653252273587
"138",35,"freshwater","ard","93",0.586988862987565
"139",35,"marine_mud","ard","93",0.773399131406632
"140",35,"terrestrial","ard","93",0.700698872973549
"141",36,"all","er","93",0.821569664349342
"142",36,"freshwater","ard","93",0.716408444101829
"143",36,"marine_mud","ard","93",0.806658965550261
"144",36,"terrestrial","ard","93",0.741830499425979
"145",37,"all","er","93",0.786649743226125
"146",37,"freshwater","ard","93",0.699728121912875
"147",37,"marine_mud","ard","93",0.776470806519648
"148",37,"terrestrial","ard","93",0.654113600373729
"149",38,"all","er","93",0.803017853493962
"150",38,"freshwater","ard","93",0.65929985912367
"151",38,"marine_mud","ard","93",0.758787281637319
"152",38,"terrestrial","ard","93",0.624036067970199
"153",39,"all","er","93",4.63435435242112e-100
"154",39,"freshwater","ard","93",0.723763474262582
"155",39,"marine_mud","ard","93",0.908752236285382
"156",39,"terrestrial","ard","93",0.86909144238043
"157",40,"all","er","93",0.793430781908537
"158",40,"freshwater","ard","93",0.6470398587701
"159",40,"marine_mud","ard","93",0.816713004017505
"160",40,"terrestrial","ard","93",0.609436567582689
"161",41,"all","er","93",0.860785138382172
"162",41,"freshwater","ard","93",0.787136825892601
"163",41,"marine_mud","ard","93",0.880859615203144
"164",41,"terrestrial","ard","93",0.924898598920999
"165",42,"all","er","93",0.835582192966008
"166",42,"freshwater","ard","93",0.645113403849961
"167",42,"marine_mud","ard","93",0.92660343014924
"168",42,"terrestrial","ard","93",0.873003775906004
"169",43,"all","er","93",0.826259098130853
"170",43,"freshwater","ard","93",0.589364041923746
"171",43,"marine_mud","ard","93",0.851282047409908
"172",43,"terrestrial","ard","93",0.686514427343972
"173",44,"all","er","93",0.741702466573928
"174",44,"freshwater","ard","93",0.610211765527196
"175",44,"marine_mud","ard","93",0.837606595760531
"176",44,"terrestrial","ard","93",0.539519992072259
"177",45,"all","er","93",0.78429051124681
"178",45,"freshwater","ard","93",0.725573375114005
"179",45,"marine_mud","ard","93",0.670019031666452
"180",45,"terrestrial","ard","93",0.692503121398653
"181",46,"all","er","93",0.759443855475432
"182",46,"freshwater","ard","93",0.696988001778005
"183",46,"marine_mud","ard","93",0.871118274154649
"184",46,"terrestrial","ard","93",0.875627540739485
"185",47,"all","er","93",0.825229632170575
"186",47,"freshwater","ard","93",0.64889716197845
"187",47,"marine_mud","ard","93",0.779311455682565
"188",47,"terrestrial","ard","93",0.675390721707412
"189",48,"all","er","93",0.858763630209551
"190",48,"freshwater","ard","93",0.685377749570207
