"","habitat_preference","estimated_d","prob_random","prob_brownian","similarity"
"1","freshwater",0.405271612374749,0,0,"98"
"2","marine_mud",-0.183569764055557,0,0.931,"98"
"3","terrestrial",0.146891600177527,0,0.083,"98"
