"","habitat_preference","estimated_d","prob_random","prob_brownian","similarity"
"1","freshwater",0.401812161897673,0,0,"96"
"2","marine_mud",-0.135325276057114,0,0.868,"96"
"3","terrestrial",0.252394007621885,0,0.009,"96"
