"","boot_num","habitat_preference","model","similarity","estimated_lambda"
"1",1,"all","er","95",0.955230421450608
"2",1,"freshwater","ard","95",0.704734195254536
"3",1,"marine_mud","ard","95",0.855619639352362
"4",1,"terrestrial","ard","95",0.408282592655955
"5",2,"all","er","95",0.926198206748884
"6",2,"freshwater","ard","95",0.576645786063984
"7",2,"marine_mud","ard","95",0.785436969083863
"8",2,"terrestrial","ard","95",0.598714380701817
"9",3,"all","er","95",0.9587443189965
"10",3,"freshwater","ard","95",0.837149534034377
"11",3,"marine_mud","ard","95",0.835792823289831
"12",3,"terrestrial","ard","95",0.454379902402418
"13",4,"all","er","95",0.926156253118034
"14",4,"freshwater","ard","95",0.827098425967794
"15",4,"marine_mud","ard","95",0.814479478115277
"16",4,"terrestrial","ard","95",0.46524703761578
"17",5,"all","er","95",0.966736779481453
"18",5,"freshwater","ard","95",0.477150719707566
"19",5,"marine_mud","ard","95",0.901567201817609
"20",5,"terrestrial","ard","95",0.391314465462908
"21",6,"all","er","95",0.898266310190297
"22",6,"freshwater","ard","95",0.701760763412049
"23",6,"marine_mud","ard","95",0.806536416659896
"24",6,"terrestrial","ard","95",0.811662226228816
"25",7,"all","er","95",0.961744137519459
"26",7,"freshwater","ard","95",0.709628460148223
"27",7,"marine_mud","ard","95",0.895690243332588
"28",7,"terrestrial","ard","95",0.286837346211912
"29",8,"all","er","95",0.941926443485034
"30",8,"freshwater","ard","95",0.733887683974
"31",8,"marine_mud","ard","95",0.882651345256652
"32",8,"terrestrial","ard","95",0.518298156162073
"33",9,"all","er","95",0.939010119728836
"34",9,"freshwater","ard","95",0.652474919198848
"35",9,"marine_mud","ard","95",0.785293613855566
"36",9,"terrestrial","ard","95",0.487142616625811
"37",10,"all","er","95",0.973353130050741
"38",10,"freshwater","ard","95",0.482637826891124
"39",10,"marine_mud","ard","95",0.887163333071448
"40",10,"terrestrial","ard","95",0.802141608848723
"41",11,"all","er","95",0.925474245978708
"42",11,"freshwater","ard","95",0.888502139912894
"43",11,"marine_mud","ard","95",0.841417068834263
"44",11,"terrestrial","ard","95",0.666329803948554
"45",12,"all","er","95",0.873041584829436
"46",12,"freshwater","ard","95",0.762058209478049
"47",12,"marine_mud","ard","95",1
"48",12,"terrestrial","ard","95",0.583677704502215
"49",13,"all","er","95",0.953458659694948
"50",13,"freshwater","ard","95",0.820715298301775
"51",13,"marine_mud","ard","95",0.816098094197624
"52",13,"terrestrial","ard","95",0.942057917471109
"53",14,"all","er","95",0.9277235219837
"54",14,"freshwater","ard","95",0.766793771843327
"55",14,"marine_mud","ard","95",0.881268661421674
"56",14,"terrestrial","ard","95",0.42797655512254
"57",15,"all","er","95",0.988476052985247
"58",15,"freshwater","ard","95",1
"59",15,"marine_mud","ard","95",0.960638352929122
"60",15,"terrestrial","ard","95",0.530767817816163
"61",16,"all","er","95",0.887643661227991
"62",16,"freshwater","ard","95",0.411847462054785
"63",16,"marine_mud","ard","95",0.614490228876386
"64",16,"terrestrial","ard","95",0.403421992466814
"65",17,"all","er","95",0.901908670882894
"66",17,"freshwater","ard","95",0.788440686682056
"67",17,"marine_mud","ard","95",0.760136057800895
"68",17,"terrestrial","ard","95",0.388939481873798
"69",18,"all","er","95",0.921521712094073
"70",18,"freshwater","ard","95",0.555558644276954
"71",18,"marine_mud","ard","95",0.82466829662853
"72",18,"terrestrial","ard","95",0.587796832219056
"73",19,"all","er","95",0.955153639916697
"74",19,"freshwater","ard","95",0.660501346593152
"75",19,"marine_mud","ard","95",1
"76",19,"terrestrial","ard","95",0.408102287610641
"77",20,"all","er","95",0.877936060483248
"78",20,"freshwater","ard","95",0.473532133448647
"79",20,"marine_mud","ard","95",0.807051324833607
"80",20,"terrestrial","ard","95",0.881396597532398
"81",21,"all","er","95",0.945842679488869
"82",21,"freshwater","ard","95",0.496064957282538
"83",21,"marine_mud","ard","95",0.684913306509845
"84",21,"terrestrial","ard","95",0.89790974473743
"85",22,"all","er","95",0.921905188787185
"86",22,"freshwater","ard","95",0.704838088079361
"87",22,"marine_mud","ard","95",0.857890472063807
"88",22,"terrestrial","ard","95",0.792623985121654
"89",23,"all","er","95",0.944942154913179
"90",23,"freshwater","ard","95",0.825554807025783
"91",23,"marine_mud","ard","95",0.695597917254867
"92",23,"terrestrial","ard","95",0.541203784462298
"93",24,"all","er","95",0.904189554239769
"94",24,"freshwater","ard","95",0.676233659736664
"95",24,"marine_mud","ard","95",0.689291488434106
"96",24,"terrestrial","ard","95",0.401623079635918
"97",25,"all","er","95",0.904270351004272
"98",25,"freshwater","ard","95",0.834630541370592
"99",25,"marine_mud","ard","95",0.929636553733314
"100",25,"terrestrial","ard","95",0.681506136452024
"101",26,"all","er","95",0.955109086791906
"102",26,"freshwater","ard","95",0.946639452430285
"103",26,"marine_mud","ard","95",0.891247142544584
"104",26,"terrestrial","ard","95",0.578525812144912
"105",27,"all","er","95",0.951342385090237
"106",27,"freshwater","ard","95",0.688124057226703
"107",27,"marine_mud","ard","95",0.837558155760711
"108",27,"terrestrial","ard","95",0.876040670218589
"109",28,"all","er","95",0.872081939635034
"110",28,"freshwater","ard","95",0.786637716752097
"111",28,"marine_mud","ard","95",0.809345289090978
"112",28,"terrestrial","ard","95",0.783552120957978
"113",29,"all","er","95",0.885377788839302
"114",29,"freshwater","ard","95",0.643161788497191
"115",29,"marine_mud","ard","95",0.768932632617106
"116",29,"terrestrial","ard","95",0.523457245377882
"117",30,"all","er","95",0.948142605318645
"118",30,"freshwater","ard","95",0.869315073611999
"119",30,"marine_mud","ard","95",0.99047171620885
"120",30,"terrestrial","ard","95",0.621959353622766
"121",31,"all","er","95",0.928779697493184
"122",31,"freshwater","ard","95",0.725309390682653
"123",31,"marine_mud","ard","95",0.963620210994332
"124",31,"terrestrial","ard","95",0.706549591645981
"125",32,"all","er","95",0.808341777437703
"126",32,"freshwater","ard","95",0.528018866408795
"127",32,"marine_mud","ard","95",0.689852527952915
"128",32,"terrestrial","ard","95",0.446918985432853
"129",33,"all","er","95",0.956185649384947
"130",33,"freshwater","ard","95",0.559323535274503
"131",33,"marine_mud","ard","95",0.756353932630107
"132",33,"terrestrial","ard","95",0.907854094606054
"133",34,"all","er","95",0.912524246190176
"134",34,"freshwater","ard","95",0.689812624486315
"135",34,"marine_mud","ard","95",0.641359017448267
"136",34,"terrestrial","ard","95",0.654628132044864
"137",35,"all","er","95",0.891200089115249
"138",35,"freshwater","ard","95",0.863395679321039
"139",35,"marine_mud","ard","95",0.805803512879077
"140",35,"terrestrial","ard","95",0.719080979727178
"141",36,"all","er","95",0.914356184548556
"142",36,"freshwater","ard","95",0.709099085904464
"143",36,"marine_mud","ard","95",0.807979479745388
"144",36,"terrestrial","ard","95",0.404264419558311
"145",37,"all","er","95",0.923104258255322
"146",37,"freshwater","ard","95",0.993290445768695
"147",37,"marine_mud","ard","95",0.999999999992093
"148",37,"terrestrial","ard","95",0.582121888540492
"149",38,"all","er","95",0.863899131532349
"150",38,"freshwater","ard","95",0.617155658256815
"151",38,"marine_mud","ard","95",0.984881827987668
"152",38,"terrestrial","ard","95",0.411011989789337
"153",39,"all","er","95",0.938181765327212
"154",39,"freshwater","ard","95",0.629070509506761
"155",39,"marine_mud","ard","95",0.817267559843393
"156",39,"terrestrial","ard","95",0.715895221826059
"157",40,"all","er","95",0.936931380451165
"158",40,"freshwater","ard","95",0.646045813366459
"159",40,"marine_mud","ard","95",0.661763874906689
"160",40,"terrestrial","ard","95",0.499159769209969
"161",41,"all","er","95",0.934888529836544
"162",41,"freshwater","ard","95",0.610996569040276
"163",41,"marine_mud","ard","95",0.804947103810142
"164",41,"terrestrial","ard","95",0.508371865211891
"165",42,"all","er","95",0.957201452129462
"166",42,"freshwater","ard","95",0.761422268272413
"167",42,"marine_mud","ard","95",0.811321912103869
"168",42,"terrestrial","ard","95",0.9447485690984
"169",43,"all","er","95",0.94813520759998
"170",43,"freshwater","ard","95",0.771401641480707
"171",43,"marine_mud","ard","95",1
"172",43,"terrestrial","ard","95",0.878508402256436
"173",44,"all","er","95",0.931277482778157
"174",44,"freshwater","ard","95",0.635896611328469
"175",44,"marine_mud","ard","95",0.858577108880286
"176",44,"terrestrial","ard","95",0.848694659941276
"177",45,"all","er","95",0.864322865170001
"178",45,"freshwater","ard","95",0.431682886394146
"179",45,"marine_mud","ard","95",0.854158630355885
"180",45,"terrestrial","ard","95",0.757616353695397
"181",46,"all","er","95",2.43305348559215e-84
"182",46,"freshwater","ard","95",0.739838242375262
"183",46,"marine_mud","ard","95",0.83042893048743
"184",46,"terrestrial","ard","95",0.367158921301287
"185",47,"all","er","95",0.834187536410488
"186",47,"freshwater","ard","95",0.701815633442334
"187",47,"marine_mud","ard","95",0.920854115034936
"188",47,"terrestrial","ard","95",0.405262739798695
"189",48,"all","er","95",0.939071546060748
"190",48,"freshwater","ard","95",0.696691353797635
"191",48,"marine_mud","ard","95",0.817245247835233
"192",48,"terrestrial","ard","95",0.46135775269366
"193",49,"all","er","95",0.947544165263093
"194",49,"freshwater","ard","95",0.645317182217267
"195",49,"marine_mud","ard","95",0.743712369080976
"196",49,"terrestrial","ard","95",0.396275693769849
"197",50,"all","er","95",0.892266402452915
"198",50,"freshwater","ard","95",0.799012445611057
"199",50,"marine_mud","ard","95",0.696326115937879
"200",50,"terrestrial","ard","95",0.779341948879482
"201",51,"all","er","95",0.919445320827762
"202",51,"freshwater","ard","95",0.553805555966406
"203",51,"marine_mud","ard","95",0.791921689850749
"204",51,"terrestrial","ard","95",0.471013649474974
"205",52,"all","er","95",0.97656147609636
"206",52,"freshwater","ard","95",0.859507998682946
"207",52,"marine_mud","ard","95",0.94160845769941
"208",52,"terrestrial","ard","95",0.519243471746716
"209",53,"all","er","95",0.876548546011329
"210",53,"freshwater","ard","95",0.601202290887211
"211",53,"marine_mud","ard","95",0.815602545193479
"212",53,"terrestrial","ard","95",0.741442703510081
"213",54,"all","er","95",0.869746875214223
"214",54,"freshwater","ard","95",0.76088700484866
"215",54,"marine_mud","ard","95",0.694024810672406
"216",54,"terrestrial","ard","95",0.722228202914615
"217",55,"all","er","95",1.02613969416593e-109
"218",55,"freshwater","ard","95",0.646750061835244
"219",55,"marine_mud","ard","95",0.871867131685644
"220",55,"terrestrial","ard","95",0.452761033401087
"221",56,"all","er","95",0.957098294115647
"222",56,"freshwater","ard","95",0.6853992979853
"223",56,"marine_mud","ard","95",0.970689535668325
"224",56,"terrestrial","ard","95",0.659624235517359
"225",57,"all","er","95",0.916746757272921
"226",57,"freshwater","ard","95",0.557237024540021
"227",57,"marine_mud","ard","95",0.717894882040112
"228",57,"terrestrial","ard","95",0.449181655405875
"229",58,"all","er","95",0.854031023891198
"230",58,"freshwater","ard","95",0.561551424019416
"231",58,"marine_mud","ard","95",0.694011213164526
"232",58,"terrestrial","ard","95",0.448672823944467
"233",59,"all","er","95",0.884678534401736
"234",59,"freshwater","ard","95",0.637112417972633
"235",59,"marine_mud","ard","95",0.918414480683014
"236",59,"terrestrial","ard","95",0.848890765849223
"237",60,"all","er","95",0.861924327691919
"238",60,"freshwater","ard","95",0.553256402752757
"239",60,"marine_mud","ard","95",0.96598149710471
"240",60,"terrestrial","ard","95",0.843247950184462
"241",61,"all","er","95",0.898825322904844
"242",61,"freshwater","ard","95",0.700035221899431
"243",61,"marine_mud","ard","95",0.955382935725197
"244",61,"terrestrial","ard","95",0.556784863475952
"245",62,"all","er","95",0.884229837111216
"246",62,"freshwater","ard","95",0.699096496849163
"247",62,"marine_mud","ard","95",0.812286225856428
"248",62,"terrestrial","ard","95",0.75925532633048
"249",63,"all","er","95",0.943020807043926
"250",63,"freshwater","ard","95",0.679931707359411
"251",63,"marine_mud","ard","95",0.920371249298429
"252",63,"terrestrial","ard","95",0.898082547982487
"253",64,"all","er","95",0.937675052017809
"254",64,"freshwater","ard","95",0.835238516433148
"255",64,"marine_mud","ard","95",0.598351110489073
"256",64,"terrestrial","ard","95",0.68838394364297
"257",65,"all","er","95",0.926155296899731
"258",65,"freshwater","ard","95",0.680884743767442
"259",65,"marine_mud","ard","95",0.840978169567942
"260",65,"terrestrial","ard","95",0.815685348241122
"261",66,"all","er","95",0.913390916406104
"262",66,"freshwater","ard","95",0.712272368900466
"263",66,"marine_mud","ard","95",0.759510851616866
"264",66,"terrestrial","ard","95",0.590080583930853
"265",67,"all","er","95",0.889592552707346
"266",67,"freshwater","ard","95",0.81111331163942
"267",67,"marine_mud","ard","95",0.994136170808101
"268",67,"terrestrial","ard","95",0.53988288505076
"269",68,"all","er","95",3.45077064762082e-96
"270",68,"freshwater","ard","95",0.928047506435794
"271",68,"marine_mud","ard","95",0.784314985759425
"272",68,"terrestrial","ard","95",0.462751265092648
"273",69,"all","er","95",0.907429618462819
"274",69,"freshwater","ard","95",0.66670575646461
"275",69,"marine_mud","ard","95",0.777889474523112
"276",69,"terrestrial","ard","95",0.409526740254352
"277",70,"all","er","95",0.977687735700817
"278",70,"freshwater","ard","95",0.830625859715088
"279",70,"marine_mud","ard","95",0.801374989517501
"280",70,"terrestrial","ard","95",0.426270039575003
"281",71,"all","er","95",0.9533727537158
"282",71,"freshwater","ard","95",0.466806009189515
"283",71,"marine_mud","ard","95",0.760744895519422
"284",71,"terrestrial","ard","95",0.898842213279654
"285",72,"all","er","95",0.938568592273241
"286",72,"freshwater","ard","95",0.646739333411781
"287",72,"marine_mud","ard","95",0.709661844928887
"288",72,"terrestrial","ard","95",0.382297892566779
"289",73,"all","er","95",0.910114059743123
"290",73,"freshwater","ard","95",0.708482963646156
"291",73,"marine_mud","ard","95",0.835002013922387
"292",73,"terrestrial","ard","95",0.611540146094253
"293",74,"all","er","95",0.877849188648531
"294",74,"freshwater","ard","95",0.826648394101067
"295",74,"marine_mud","ard","95",0.764402792434161
"296",74,"terrestrial","ard","95",0.514736217352386
"297",75,"all","er","95",0.938913609854768
"298",75,"freshwater","ard","95",0.726755074926595
"299",75,"marine_mud","ard","95",0.845924806036601
"300",75,"terrestrial","ard","95",0.620027701290012
"301",76,"all","er","95",0.909619543172834
"302",76,"freshwater","ard","95",0.729926575903725
"303",76,"marine_mud","ard","95",0.805335229251538
"304",76,"terrestrial","ard","95",0.683716732814124
"305",77,"all","er","95",0.88819309192843
"306",77,"freshwater","ard","95",0.830478037371699
"307",77,"marine_mud","ard","95",0.81811722604361
"308",77,"terrestrial","ard","95",0.733268679904726
"309",78,"all","er","95",0.95382376830727
"310",78,"freshwater","ard","95",0.678945686722129
"311",78,"marine_mud","ard","95",0.857496897394577
"312",78,"terrestrial","ard","95",0.551815451421734
"313",79,"all","er","95",0.939718221760021
"314",79,"freshwater","ard","95",0.93754128720678
"315",79,"marine_mud","ard","95",0.937722376284641
"316",79,"terrestrial","ard","95",0.849904746499047
"317",80,"all","er","95",0.882706637639083
"318",80,"freshwater","ard","95",0.732281675521197
"319",80,"marine_mud","ard","95",0.903920072503531
"320",80,"terrestrial","ard","95",0.74288878787208
"321",81,"all","er","95",0.854376048742977
"322",81,"freshwater","ard","95",0.706451277443661
"323",81,"marine_mud","ard","95",0.844806280070106
"324",81,"terrestrial","ard","95",0.749143533111583
