"","boot_num","habitat_preference","model","similarity","estimated_lambda"
"1",1,"all","er","96",0.827759558852856
"2",1,"freshwater","ard","96",0.59059902790326
"3",1,"marine_mud","ard","96",0.826512726615405
"4",1,"terrestrial","ard","96",0.715544698156036
"5",2,"all","er","96",0.860212477473926
"6",2,"freshwater","ard","96",0.788921217618787
"7",2,"marine_mud","ard","96",0.736943482970294
"8",2,"terrestrial","ard","96",0.576510217762063
"9",3,"all","er","96",0.867676096418271
"10",3,"freshwater","ard","96",0.793251816539584
"11",3,"marine_mud","ard","96",0.841836599305369
"12",3,"terrestrial","ard","96",0.628552785932456
"13",4,"all","er","96",0.910513281911797
"14",4,"freshwater","ard","96",0.756599569833336
"15",4,"marine_mud","ard","96",0.967306077497718
"16",4,"terrestrial","ard","96",0.850581526987006
"17",5,"all","er","96",0.857583318518923
"18",5,"freshwater","ard","96",0.64182403658846
"19",5,"marine_mud","ard","96",0.801541160144073
"20",5,"terrestrial","ard","96",0.629750167076971
"21",6,"all","er","96",0.819429400745269
"22",6,"freshwater","ard","96",0.937354029166127
"23",6,"marine_mud","ard","96",0.808736691746249
"24",6,"terrestrial","ard","96",0.641104394562376
"25",7,"all","er","96",0.862481248327441
"26",7,"freshwater","ard","96",0.747670133850257
"27",7,"marine_mud","ard","96",0.821490580708912
"28",7,"terrestrial","ard","96",0.785322230535063
"29",8,"all","er","96",0.817369492361896
"30",8,"freshwater","ard","96",0.681930994606934
"31",8,"marine_mud","ard","96",0.711563532564155
"32",8,"terrestrial","ard","96",0.490302704424735
"33",9,"all","er","96",0.757969801440285
"34",9,"freshwater","ard","96",0.696449556966292
"35",9,"marine_mud","ard","96",0.736617562900643
"36",9,"terrestrial","ard","96",0.695792250297956
"37",10,"all","er","96",0.876547432912591
"38",10,"freshwater","ard","96",0.664950574051835
"39",10,"marine_mud","ard","96",0.784240228098832
"40",10,"terrestrial","ard","96",0.742732660752877
"41",11,"all","er","96",0.823743979826195
"42",11,"freshwater","ard","96",0.65168453927431
"43",11,"marine_mud","ard","96",0.823578217968827
"44",11,"terrestrial","ard","96",0.732011311395706
"45",12,"all","er","96",0.877978051820941
"46",12,"freshwater","ard","96",0.701626075078059
"47",12,"marine_mud","ard","96",0.940857290272431
"48",12,"terrestrial","ard","96",0.751234250223204
"49",13,"all","er","96",0.850993016257462
"50",13,"freshwater","ard","96",0.737174664220397
"51",13,"marine_mud","ard","96",0.867151642958337
"52",13,"terrestrial","ard","96",0.592256324576428
"53",14,"all","er","96",0.828049707451737
"54",14,"freshwater","ard","96",0.619073869557597
"55",14,"marine_mud","ard","96",0.774900974525528
"56",14,"terrestrial","ard","96",0.672373917148459
"57",15,"all","er","96",0.862461340605818
"58",15,"freshwater","ard","96",0.755090062356494
"59",15,"marine_mud","ard","96",0.875529466379466
"60",15,"terrestrial","ard","96",0.830209618452909
"61",16,"all","er","96",0.899240712840957
"62",16,"freshwater","ard","96",0.812106050409337
"63",16,"marine_mud","ard","96",0.718556371296733
"64",16,"terrestrial","ard","96",0.626731871822659
"65",17,"all","er","96",0.852355612052497
"66",17,"freshwater","ard","96",0.718794991809875
"67",17,"marine_mud","ard","96",0.714627650177037
"68",17,"terrestrial","ard","96",0.447451074531047
"69",18,"all","er","96",0.913036679207175
"70",18,"freshwater","ard","96",0.613683362608782
"71",18,"marine_mud","ard","96",0.958886114713629
"72",18,"terrestrial","ard","96",0.822394672768963
"73",19,"all","er","96",0.799759849005077
"74",19,"freshwater","ard","96",0.742604445228552
