generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-16.3554,-16266.3,500,0
20000,1,-32.4784,2137.59,4.19951,0.346
40000,1,-36.2426,2253.46,2.06816,0.36269
60000,3,-56.9409,2284.22,2.28235,0.356
80000,1,-38.854,2260.63,2.471,0.314167
100000,1,-43.4909,2262.79,2.53493,0.285
120000,1,-41.3848,2265.31,4.52972,0.299
140000,1,-36.421,2261.51,0.189783,0.291
160000,1,-37.022,2262.89,0.662025,0.295091
180000,3,-64.6129,2318.42,6.19805,0.354
200000,1,-36.1714,2261.65,1.11378,0.258
220000,2,-50.0593,2283.14,2.96346,0.372
240000,2,-52.1076,2287.82,1.53418,0.267
260000,4,-74.6006,2352.28,2.50996,0.263
280000,4,-76.0982,2320.3,3.54098,0.285
300000,1,-37.7278,2265.72,4.8077,0.271214
320000,4,-77.8177,2318.48,2.94389,0.265
340000,2,-49.4975,2293.7,2.12859,0.232
360000,4,-77.9133,2343.69,2.70234,0.276
380000,4,-77.9001,2350.19,3.24748,0.275778
400000,2,-49.0308,2293.63,1.3381,0.204
420000,1,-41.2475,2271.58,0.31639,0.2644
440000,4,-74.9688,2352.64,3.84944,0.27075
460000,4,-76.0643,2347.94,5.05273,0.312
480000,4,-76.1359,2340.39,9.87529,0.291773
500000,4,-75.5414,2355.33,4.38789,0.249
520000,4,-74.3574,2344.6,6.42999,0.234
540000,2,-50.6587,2295.09,4.80297,0.241
560000,4,-76.9948,2346.89,8.23284,0.247333
580000,2,-48.457,2290.46,3.78189,0.224
600000,4,-76.7572,2354.89,4.22741,0.23825
620000,4,-75.4409,2353.83,4.51479,0.23
640000,5,-86.4454,2357.16,7.30134,0.273188
660000,4,-73.2373,2353.04,10.4078,0.287
680000,4,-80.9995,2344.95,4.12912,0.281
700000,4,-77.5168,2350.25,5.59312,0.264
720000,2,-48.5066,2267.39,4.69747,0.262
740000,2,-50.9058,2296.34,4.1708,0.222667
760000,5,-89.5925,2350.26,5.90826,0.386
780000,1,-33.4904,2262.27,4.77308,0.258
800000,4,-75.799,2356.48,6.78546,0.254
820000,2,-50.345,2296.04,4.0749,0.225929
840000,5,-83.8685,2342.94,6.02358,0.284
860000,2,-51.3522,2295.03,1.95867,0.2325
880000,2,-51.1716,2296.93,1.45868,0.235
900000,4,-78.2197,2348.61,2.90276,0.267125
920000,5,-88.0458,2350.12,1.48297,0.339
940000,6,-102.491,2342.48,4.80762,0.3073
960000,5,-90.0083,2371.65,5.63323,0.306
980000,5,-89.676,2373.63,3.20192,0.303
1000000,7,-111.144,2372.05,5.7896,0.348
1020000,3,-61.1219,2324.21,0.775276,0.2502
1040000,1,-38.6947,2267.53,1.08162,0.277545
1060000,6,-104.713,2396.71,9.66527,0.173
1080000,6,-99.4606,2375.91,6.72168,0.297176
1100000,7,-114.256,2367.85,4.67782,0.28825
1120000,6,-102.617,2394.13,4.28152,0.231
1140000,4,-75.6455,2348.16,3.09032,0.277
1160000,6,-94.2338,2370.72,5.24337,0.384
1180000,6,-99.4129,2362.27,10.844,0.328
1200000,6,-101.576,2371.81,9.60069,0.33
1220000,7,-115.351,2391.66,13.1529,0.307
1240000,6,-97.5729,2365.96,8.40662,0.388
1260000,5,-91.8907,2371.28,4.87607,0.265
