generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-16.3554,-10832.2,500,0
20000,8,-101.439,2315.44,5.30172,0.541
40000,11,-137.251,2357.7,12.3598,0.557333
60000,7,-86.2818,2361.04,11.389,0.506
80000,13,-157.208,2418.12,12.4184,0.538
100000,10,-130.202,2407.91,14.2617,0.489
120000,11,-137.274,2410.61,8.59581,0.519
140000,21,-242.058,2472.73,22.6742,0.55
160000,28,-318.474,2480.12,23.4103,0.536
180000,19,-221.452,2495.73,26.1063,0.552
200000,28,-321.554,2506.46,26.1192,0.555
220000,32,-355.505,2521.22,39.9044,0.576
240000,22,-247.877,2518.66,15.8996,0.529
260000,36,-411.48,2549.48,37.3422,0.582
280000,30,-339.916,2538.3,38.5617,0.578357
300000,22,-259.829,2537.86,18.1835,0.547
320000,30,-343.228,2543.77,33.7111,0.545
340000,27,-305.877,2540.91,32.4428,0.54
360000,33,-377.861,2561.56,31.6366,0.552
380000,31,-357.215,2558.02,32.3105,0.553333
400000,30,-344.386,2545.95,29.8193,0.542
420000,22,-250.612,2530.46,24.9467,0.516
440000,22,-261.588,2534.51,26.9314,0.515
460000,32,-368.786,2591.53,32.932,0.561417
480000,36,-400.38,2596.13,39.6453,0.54
500000,28,-319.864,2559.08,25.7595,0.543
520000,41,-468.857,2618.45,50.1873,0.567023
540000,19,-222.115,2554.3,22.249,0.53
560000,26,-300.86,2549.66,23.1452,0.566
580000,23,-281.181,2549.98,19.6246,0.529
600000,33,-373.856,2604.75,28.2724,0.564
620000,28,-330.828,2566.42,25.071,0.5478
640000,24,-280.68,2570.64,21.545,0.541
660000,34,-399.783,2611.79,32.2381,0.571
680000,33,-387.117,2575.12,38.7042,0.571
700000,30,-358.659,2575.29,33.4562,0.535
720000,38,-437.577,2565.12,30.9718,0.593
740000,32,-383.215,2575.91,27.6883,0.554
760000,44,-514.404,2606.82,37.7061,0.59
780000,26,-301.694,2561.56,32.8858,0.496
800000,23,-271.883,2570.5,19.3431,0.528
820000,37,-421.51,2588.58,38.6578,0.568
840000,30,-348.622,2578.85,27.6946,0.54
860000,23,-275.946,2579.16,31.6132,0.5245
880000,30,-339.787,2562.27,33.2214,0.546
900000,23,-266.456,2568.99,19.6599,0.534
920000,28,-322.077,2560.23,26.8493,0.56
940000,42,-482.796,2614.9,27.914,0.581421
960000,22,-255.705,2559.75,20.4707,0.525
980000,26,-296.101,2561.72,18.9533,0.542
1000000,31,-346.801,2555.7,27.1508,0.551
1020000,27,-309.672,2551.6,29.1991,0.546
1040000,26,-310.083,2563.11,25.0279,0.534
1060000,41,-444.996,2570.06,40.9832,0.564
