"tip_label","kingdom","phylum","class","family","genus","species","habitat_preference","num_present"
"otu_4921","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",6
"otu_2316","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater",5
"otu_4872","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:mud_and_shore",6
"otu_950","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","terrestrial",4
"otu_4980","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095",NA,"terrestrial",4
"otu_1269","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","terrestrial",6
"otu_10026","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","terrestrial",4
"otu_6298","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",8
"otu_1825","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","terrestrial",4
"otu_338","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","terrestrial",4
"otu_1798","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",15
"otu_1445","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater",5
"otu_10420","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",7
"otu_8483","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095",NA,"terrestrial",4
"otu_18411","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",5
"otu_7664","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",4
"otu_8953","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",4
"otu_3572","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",4
"otu_2292","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",7
"otu_181","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater",13
"otu_540","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:mud_and_shore",10
"otu_2858","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",7
"otu_4130","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",15
"otu_4409","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",7
"otu_865","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",7
"otu_10037","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater",7
"otu_914","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",14
"otu_9559","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",4
"otu_13255","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",4
"otu_15118","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",4
"otu_3088","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",7
"otu_10033","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater",7
"otu_8585","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",6
"otu_378","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:mud_and_shore",12
"otu_292","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095",NA,"freshwater:terrestrial",19
"otu_15276","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",6
"otu_18816","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095",NA,"terrestrial",4
"otu_1539","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","terrestrial",4
"otu_5904","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",12
"otu_10891","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",5
"otu_329","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","mud_and_shore",6
"otu_7240","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",5
"otu_2832","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",7
"otu_4088","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",5
"otu_5328","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",4
"otu_3209","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater:terrestrial",5
"otu_9903","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",7
"otu_519","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",6
"otu_5092","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater",7
"otu_7558","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",8
"otu_8316","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater",4
"otu_7487","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",5
"otu_4110","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",10
"otu_9330","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",5
"otu_14937","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",5
"otu_6437","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",5
"otu_3686","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",5
"otu_10268","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",12
"otu_13463","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",6
"otu_4329","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",8
"otu_217","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",24
"otu_8919","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",6
"otu_14672","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",6
"otu_6251","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",8
"otu_8686","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",5
"otu_7508","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",7
"otu_3104","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater",5
"otu_5473","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","mud_and_shore",5
"otu_2080","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","freshwater:terrestrial",4
"otu_1756","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","freshwater",7
"otu_958","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:mud_and_shore",7
"otu_7607","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","terrestrial",5
"otu_2346","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater",6
"otu_5142","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013368795","freshwater:terrestrial",15
"otu_11425","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"terrestrial",4
"otu_21769","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",4
"otu_5964","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",12
"otu_14731","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095",NA,"freshwater:terrestrial",4
"otu_3308","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",6
"otu_16308","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater",4
"otu_919","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater",4
"otu_10892","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095",NA,"freshwater:terrestrial",7
"otu_8837","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater:terrestrial",5
"otu_739","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater",6
"otu_23692","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","freshwater:terrestrial",6
"otu_9152","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",5
"otu_17964","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp004193285","freshwater:terrestrial",5
"otu_13847","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","freshwater:terrestrial",6
"otu_3751","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","mud_and_shore",6
"otu_6257","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","freshwater:terrestrial",5
"otu_11680","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","terrestrial",11
"otu_3297","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","freshwater",5
"otu_351","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","freshwater",7
"otu_4342","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","mud_and_shore",4
"otu_2173","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","freshwater",5
"otu_11440","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","mud_and_shore",5
"otu_2188","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"freshwater",5
"otu_2815","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","freshwater",7
"otu_10865","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater",6
"otu_2775","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","mud_and_shore",6
"otu_938","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","mud_and_shore",7
"otu_831","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","mud_and_shore",4
"otu_8374","Bacteria","Myxococcota","Polyangia","Polyangiaceae","CAIVJW01","CAIVJW01 sp903906315","freshwater",5
"otu_365","Bacteria","Myxococcota","Polyangia","Polyangiaceae","CAIVJW01","CAIVJW01 sp903906315","freshwater",8
"otu_598","Bacteria","Myxococcota","Polyangia","Polyangiaceae","CAIVJW01","CAIVJW01 sp903906315","freshwater:mud_and_shore",9
"otu_16512","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","freshwater",4
"otu_6327","Bacteria","Myxococcota","Polyangia","Polyangiaceae","SZUA-265","SZUA-265 sp003235365","freshwater",5
"otu_12085","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater",4
"otu_24615","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"freshwater:terrestrial",6
"otu_16689","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","freshwater:terrestrial",8
"otu_13984","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater:terrestrial",8
"otu_10589","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater:terrestrial",13
"otu_18664","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",10
"otu_22128","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","freshwater:terrestrial",7
"otu_16691","Bacteria","Myxococcota","Polyangia","Polyangiaceae","CAIVJW01","CAIVJW01 sp903906315","terrestrial",4
"otu_2902","Bacteria","Myxococcota","Polyangia","Polyangiaceae","CAIVJW01","CAIVJW01 sp903906315","terrestrial",4
"otu_2065","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","mud_and_shore",4
"otu_7423","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium",NA,"mud_and_shore",4
"otu_570","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","mud_and_shore",6
"otu_3305","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater",5
"otu_9604","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","mud_and_shore",4
"otu_4304","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","terrestrial",5
"otu_6725","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","mud_and_shore",6
"otu_12091","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp004297725","terrestrial",7
"otu_7092","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","mud_and_shore",4
"otu_818","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","mud_and_shore",4
"otu_7029","Bacteria","Myxococcota","Polyangia","Haliangiaceae","UBA2376","UBA2376 sp900696455","mud_and_shore",11
"otu_702","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Plesiocystis","Plesiocystis pacifica","mud_and_shore",5
"otu_2528","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","mud_and_shore",4
"otu_1048","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"mud_and_shore",5
"otu_2506","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","mud_and_shore",4
"otu_1061","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","mud_and_shore",8
"otu_8515","Bacteria","Myxococcota","Polyangia","Polyangiaceae","CAIVJW01","CAIVJW01 sp903906315","mud_and_shore",4
"otu_4045","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","mud_and_shore",4
"otu_10349","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","mud_and_shore",4
"otu_1283","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"mud_and_shore",8
"otu_7684","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"mud_and_shore",4
"otu_1463","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","mud_and_shore",10
"otu_5163","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","freshwater:terrestrial",11
"otu_6448","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater",4
"otu_542","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater:terrestrial",12
"otu_659","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","terrestrial",5
"otu_4467","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","terrestrial",4
"otu_4615","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","terrestrial",4
"otu_7983","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater:terrestrial",9
"otu_4576","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","terrestrial",4
"otu_1562","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","terrestrial",9
"otu_1142","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","terrestrial",4
"otu_5455","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","freshwater",5
"otu_2884","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp013151775","freshwater",6
"otu_5474","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater:terrestrial",9
"otu_14418","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater",7
"otu_8060","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater:mud_and_shore",6
"otu_2786","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","freshwater",4
"otu_9240","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"freshwater",4
"otu_3563","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater",5
"otu_4971","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater:terrestrial",10
"otu_12905","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","freshwater",4
"otu_1154","Bacteria","Myxococcota","Polyangia","Polyangiaceae","PMG-095","PMG-095 sp903642325","freshwater",6
"otu_5044","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","freshwater",4
"otu_3123","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","freshwater",6
"otu_13817","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater",4
"otu_6614","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","freshwater",5
"otu_2127","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","freshwater",6
"otu_7201","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","freshwater",5
"otu_6839","Bacteria","Myxococcota","UBA9042","PHBI01","PHBI01","PHBI01 sp006226565","freshwater",7
"otu_10228","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",7
"otu_7065","Bacteria","Myxococcota","Bradymonadia","UBA1532","SHZC01","SHZC01 sp009692505","freshwater",4
"otu_2290","Bacteria","Myxococcota","Myxococcia","Myxococcaceae",NA,NA,"terrestrial",4
"otu_1231","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","MED-G138","MED-G138 sp004213565","mud_and_shore",5
"otu_9442","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","mud_and_shore",4
"otu_1053","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","mud_and_shore",6
"otu_4657","Bacteria","Myxococcota","Polyangia","SG8-38","JAAYBZ01","JAAYBZ01 sp012514415","mud_and_shore",4
"otu_1543","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","MED-G138","MED-G138 sp004213565","mud_and_shore",5
"otu_2040","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"mud_and_shore",6
