"otu","habitat_preference","average_prop","average_abundance","habitats_present","num_present","habitat_preference_n"
"otu_1","freshwater:marine_mud",0.196622111456628,35143.3985507246,3,33,2
"otu_10281","freshwater:marine_mud",0.000150069407737299,27.0714285714286,3,10,2
"otu_1033","marine_mud",0.000773996736098816,114.346153846154,2,14,1
"otu_1039","marine_mud",0.0038754843363201,675.166666666667,2,20,1
"otu_1068","freshwater:terrestrial",0.00211276529082171,358.333333333333,3,39,2
"otu_1084","freshwater:marine_mud",0.00145399422097597,268.37619047619,3,34,2
"otu_11098","marine_mud",0.000354243478529769,31.5,1,4,1
"otu_1112","marine_mud",0.00495763448098735,858.4,1,5,1
"otu_1115","marine_mud",0.000796312650135888,146.444444444444,2,19,1
"otu_112","freshwater:marine_mud",0.00632237318729034,1151.25873015873,3,38,2
"otu_113","freshwater:marine_mud",0.0107320995691067,1633.81791819292,3,44,2
"otu_11567","marine_mud",0.000414054520316268,69.625,2,5,1
"otu_11648","marine_mud",0.000167892837733734,33.6666666666667,2,4,1
"otu_11931","marine_mud",0.000165762776602134,23.6666666666667,2,4,1
"otu_1197","freshwater:marine_mud",0.00101057860291409,205.197619047619,3,37,2
"otu_12","freshwater:terrestrial",0.0730241384249036,13436.4891774892,3,52,2
"otu_12303","freshwater:marine_mud:terrestrial",9.26189286893778e-05,13.1111111111111,3,16,3
"otu_1240","marine_mud:terrestrial",0.00143065035406973,211.150793650794,3,39,2
"otu_1248","marine_mud",0.00670403046458648,1077.85,2,11,1
"otu_1256","marine_mud",0.0010984146577677,161.964285714286,2,9,1
"otu_1285","marine_mud",0.00179979068447567,326.301587301587,3,29,1
"otu_13394","freshwater:marine_mud",0.000298689227535098,36.6666666666667,2,6,2
"otu_1340","freshwater",0.0013596978684815,329.5,1,4,1
"otu_1367","marine_mud",0.00977174451657267,481.428571428571,1,7,1
"otu_1371","freshwater:terrestrial",0.00159330698829748,278.44976076555,3,33,2
"otu_1380","freshwater:marine_mud:terrestrial",0.000811772461506827,151,3,26,3
"otu_1387","freshwater:marine_mud",0.00182374355844531,338.741666666667,3,19,2
"otu_1409","freshwater:terrestrial",0.00312255385190502,504.980186480186,3,43,2
"otu_14246","freshwater:marine_mud",0.000238566418730952,30.8333333333333,2,6,2
"otu_14304","marine_mud",0.000355776612214011,43.4,1,5,1
"otu_144","freshwater:marine_mud:terrestrial",0.00255936829928566,603.698692810458,3,48,3
"otu_1461","freshwater:terrestrial",0.00165299469132743,310.993939393939,3,27,2
"otu_1490","freshwater:marine_mud",0.00102282523241435,197.079545454545,3,39,2
"otu_151","freshwater:marine_mud",0.0092736021702509,1718.19387148799,3,49,2
"otu_154","freshwater:marine_mud",0.00778842424268732,659.25,3,27,2
