"otu","habitat_preference","average_prop","average_abundance","habitats_present","num_present","habitat_preference_n"
"otu_1","marine_mud",0.193640327462459,29532.4761904762,3,16,1
"otu_10","freshwater:marine_mud",0.0129087562270629,2858.65714285714,3,19,2
"otu_100","freshwater:terrestrial",0.0114449802465812,1113.40476190476,2,10,2
"otu_1000","freshwater:terrestrial",0.00151882160426985,313.222222222222,3,16,2
"otu_10001","terrestrial",0.000385130811190603,45,1,4,1
"otu_10003","freshwater:terrestrial",0.00023423838722088,41.2142857142857,2,9,2
"otu_10004","terrestrial",0.000397539050767145,33.7142857142857,1,7,1
"otu_10011","freshwater:terrestrial",0.000187143857164002,31.4666666666667,3,8,2
"otu_10030","freshwater",0.00026250583520041,56.25,1,4,1
"otu_10031","freshwater:terrestrial",0.000229305703472709,37.2333333333333,2,8,2
"otu_1004","freshwater",0.00126121505754876,328.5,2,7,1
"otu_1005","freshwater:terrestrial",0.00259897956196538,225.166666666667,3,6,2
"otu_10055","freshwater",0.000274488995018266,68.5,1,4,1
"otu_1006","freshwater:marine_mud",0.00408921380420196,607.666666666667,3,6,2
"otu_10065","terrestrial",0.000579792516127064,58.875,1,8,1
"otu_10071","marine_mud",0.000470671920050103,40.5,2,4,1
"otu_1009","freshwater:terrestrial",0.00136030553553086,133.285714285714,3,11,2
"otu_10093","freshwater:terrestrial",0.000686640465088291,88,3,10,2
"otu_10094","freshwater:terrestrial",0.000384019500803083,35.3333333333333,3,4,2
"otu_10098","marine_mud",0.00111873914666339,60.75,2,6,1
"otu_101","freshwater:terrestrial",0.0033706468735319,696.766666666667,3,23,2
"otu_10106","freshwater:terrestrial",0.000187023100256995,24.4,2,6,2
"otu_10121","marine_mud",0.000243078693873351,43.5,2,4,1
"otu_10140","marine_mud",0.000450097616260951,48.5,1,4,1
"otu_1015","freshwater",0.00204642082578678,201.357142857143,2,9,1
"otu_10151","freshwater",0.000143441782963661,31.25,1,4,1
"otu_10153","freshwater",0.000454967362863399,51.1666666666667,2,4,1
"otu_1016","marine_mud",0.00309198694551157,733.75,1,4,1
"otu_10163","terrestrial",0.000241545619380421,30.8,1,5,1
"otu_1017","freshwater:terrestrial",0.00433274499979514,414.5,2,6,2
