"otu","habitat_preference","average_prop","average_abundance","habitats_present","num_present","habitat_preference_n"
"otu_1","marine_mud",0.111456110358484,19067.4646464646,3,26,1
"otu_10024","marine_mud",0.00124211452126864,95.95,2,11,1
"otu_1004","freshwater:terrestrial",0.00134394285491092,282.767145135566,3,38,2
"otu_101","freshwater:terrestrial",0.00758364199655159,1351.98888888889,3,39,2
"otu_1015","freshwater:terrestrial",0.00153230239851636,203.433333333333,3,22,2
"otu_1019","marine_mud",0.00107163555918156,176.825,2,23,1
"otu_1020","marine_mud",0.00250932184405447,462.636363636364,1,11,1
"otu_10202","freshwater:terrestrial",0.000527999642113256,89.3333333333333,2,11,2
"otu_1021","freshwater:terrestrial",0.00152316041317085,306.189724310777,3,36,2
"otu_1031","freshwater:marine_mud",0.00122534158564389,169.326923076923,2,19,2
"otu_1033","marine_mud",0.000852006483894407,114.346153846154,2,14,1
"otu_10345","marine_mud",0.000214140791072441,31.2857142857143,2,8,1
"otu_10354","freshwater:terrestrial",0.000234992070095886,31.2142857142857,2,16,2
"otu_1039","marine_mud",0.00267549512228437,478.7,2,11,1
"otu_10438","marine_mud",0.000515775384939797,55.5714285714286,1,7,1
"otu_1044","marine_mud",0.00192207382821429,415.666666666667,1,6,1
"otu_10493","freshwater:terrestrial",0.000614852354125855,102.833333333333,2,10,2
"otu_105","freshwater:terrestrial",0.00138658799661381,311.575757575758,3,28,2
"otu_1050","freshwater:terrestrial",0.00188630554028392,322.899350649351,3,33,2
"otu_10505","marine_mud",0.000146099861427642,20.375,2,9,1
"otu_10518","marine_mud",0.000356274504756648,38.125,1,8,1
"otu_10523","marine_mud",0.000103178869509065,18.5,2,6,1
"otu_10537","terrestrial",0.000310947395243659,44.25,2,5,1
"otu_10613","terrestrial",0.000435353345244469,51.1666666666667,2,7,1
"otu_10635","marine_mud",0.000202649092668107,30.5,2,7,1
"otu_1068","freshwater:terrestrial",0.00199807185308046,318.96231884058,3,38,2
"otu_10718","marine_mud",0.000457567329981457,71,1,7,1
"otu_10720","freshwater:marine_mud:terrestrial",0.000292874282795404,46.1944444444444,3,25,3
"otu_1074","marine_mud",0.00875834039740511,529.724358974359,2,19,1
"otu_10796","marine_mud",0.000411898162020241,51.4,1,5,1
"otu_1084","marine_mud",0.00678254832350923,1098.75,2,9,1
"otu_10858","marine_mud",0.000247984528892461,36,2,6,1
"otu_10859","marine_mud:terrestrial",0.000304578684295619,35.0833333333333,2,5,2
"otu_10865","freshwater",0.000117471184107775,23.875,1,8,1
"otu_1088","freshwater:terrestrial",0.000594287700400798,140.8,3,34,2
"otu_1090","freshwater:terrestrial",0.00166812933535732,262.204545454545,3,33,2
"otu_10929","marine_mud",0.000438859659338894,55.5,1,4,1
"otu_1093","freshwater:terrestrial",0.00285304047528473,439.056666666667,3,39,2
"otu_10982","freshwater:terrestrial",0.000451035795172489,56.5,2,4,2
"otu_1099","marine_mud",0.00196920270360012,290.090909090909,1,11,1
"otu_11051","terrestrial",0.000423809633759816,51.6,1,5,1
"otu_11098","marine_mud",0.000358240648539218,31.5,1,4,1
"otu_1115","marine_mud",0.00107668873675327,200.545454545455,1,11,1
"otu_1118","freshwater:terrestrial",0.000788409304596996,170.409722222222,3,27,2
"otu_112","marine_mud",0.00240575481079908,398.365079365079,3,28,1
"otu_11200","freshwater:marine_mud",0.000177090058139838,36,2,7,2
"otu_11208","freshwater:terrestrial",0.000101510250167231,31.5,2,4,2
"otu_1122","freshwater:terrestrial",0.00104726964995232,106.458333333333,2,18,2
"otu_11223","freshwater",0.000263045267486813,39.9444444444444,3,10,1
"otu_11249","freshwater:terrestrial",0.000265443083045129,35.7070707070707,3,17,2
"otu_11298","marine_mud",0.000873025610014132,72.1666666666667,2,4,1
"otu_113","marine_mud",0.0111987260724301,1413.35817805383,3,31,1
"otu_11333","marine_mud",0.000289050000245422,41,1,4,1
"otu_11336","freshwater:terrestrial",0.000285211740119082,27.5636363636364,2,16,2
"otu_1137","marine_mud",0.000571166192136932,113.71875,2,18,1
"otu_11383","marine_mud",0.000113409263599304,19.9,2,6,1
"otu_1141","freshwater:terrestrial",0.000989483788717599,151.270186335404,3,32,2
"otu_1142","freshwater:terrestrial",0.0023607392773425,426.566137566138,3,19,2
"otu_11440","marine_mud",0.000258685052067009,42.5,2,5,1
"otu_11493","freshwater:marine_mud",0.000129235512547075,24.8333333333333,3,4,2
"otu_11514","marine_mud",0.000253555196872724,34,1,4,1
"otu_11532","marine_mud",0.000575959312709378,47.5,1,4,1
"otu_1154","freshwater",0.00100300469699141,173.919191919192,3,15,1
"otu_11562","freshwater:terrestrial",0.000375401624825485,42.5777777777778,3,10,2
"otu_11626","freshwater:terrestrial",0.000216121805091068,40.5909090909091,2,13,2
"otu_11652","marine_mud",0.000456836224436006,56.6666666666667,1,9,1
"otu_11659","freshwater",0.000443670581027928,57.5,2,5,1
"otu_1168","marine_mud",0.00219215342591251,222.4375,2,17,1
"otu_11680","freshwater:terrestrial",0.000177422629658395,32.7045454545455,3,18,2
"otu_11737","marine_mud",0.00023031810611693,39.0833333333333,2,8,1
"otu_1176","marine_mud",0.00142776335180823,281.236842105263,2,20,1
"otu_11784","freshwater:terrestrial",0.000293401733999874,52.7232142857143,2,15,2
"otu_11791","marine_mud",0.000125203736449562,19.625,2,5,1
"otu_118","freshwater:terrestrial",0.0155893992909551,2473.86047286047,3,52,2
"otu_11848","marine_mud",0.000147294222657909,28.3333333333333,1,6,1
"otu_11883","freshwater:terrestrial",0.00019632938351689,27,2,4,2
"otu_11888","marine_mud",0.00053010653990462,69.8333333333333,1,6,1
"otu_11890","marine_mud",0.000374374961854723,54.25,1,4,1
"otu_11896","marine_mud",0.000210036778959476,43.6,1,5,1
"otu_1190","marine_mud",0.00142009648922249,279.214285714286,2,9,1
"otu_1191","marine_mud",0.00133426623356458,369.25,1,4,1
"otu_11913","freshwater:terrestrial",0.000217706504156741,35.5,2,11,2
"otu_11922","freshwater",0.000173156567599271,32.5416666666667,3,11,1
"otu_11931","marine_mud",0.000169390030074825,23.6666666666667,2,4,1
"otu_1197","marine_mud",0.0012814138913027,294.857142857143,1,7,1
"otu_1198","freshwater:marine_mud",0.00196673484901373,249.375,2,11,2
"otu_12","freshwater:terrestrial",0.0163223806319852,3376.29741863075,3,47,2
"otu_120","freshwater:marine_mud",0.00490288156374677,686.69696969697,3,31,2
"otu_1200","marine_mud",0.000817755083914298,219.5,1,8,1
"otu_1205","marine_mud",0.00207326875825797,294.2,1,10,1
"otu_12087","marine_mud:terrestrial",0.000163131736220233,26.75,2,4,2
"otu_12127","marine_mud",0.000318877127374296,34.7,2,6,1
"otu_1215","marine_mud",0.000738036841194269,161,2,10,1
"otu_12187","freshwater:terrestrial",6.77476294907374e-05,13.3125,2,9,2
"otu_12192","marine_mud",0.000288648315354442,33.5,2,6,1
"otu_1220","marine_mud",0.000983098838235548,148.9,2,22,1
"otu_1221","freshwater",0.00162952344586947,221.333333333333,3,10,1
"otu_1222","freshwater:terrestrial",0.00278961990825895,412.425364758698,3,44,2
