"otu","habitat_preference","average_prop","average_abundance","habitats_present","num_present","habitat_preference_n"
"otu_1","marine_mud",0.190841271118634,30467.9166666667,3,18,1
"otu_10","freshwater:marine_mud:terrestrial",0.0119400468124883,2822.05357142857,3,22,3
"otu_10004","terrestrial",0.000276017711012251,38.2777777777778,2,10,1
"otu_10011","freshwater:terrestrial",0.000210042180486836,41.3666666666667,3,15,2
"otu_1004","freshwater",0.0010132424084441,295,2,8,1
"otu_1005","freshwater:terrestrial",0.00175542939921538,177.033333333333,3,8,2
"otu_10055","freshwater",0.000199616637128761,47.5,2,7,1
"otu_10062","freshwater:terrestrial",0.000145829610304534,39.5,2,5,2
"otu_10071","marine_mud",0.000307679654005981,31.1,2,6,1
"otu_10074","freshwater:terrestrial",0.000356793006091784,55.4583333333333,2,15,2
"otu_10076","freshwater:terrestrial",0.000104159324196835,34,2,5,2
"otu_101","freshwater:terrestrial",0.00475247967890373,812.979166666667,3,25,2
"otu_10104","freshwater",0.000257381442581057,32,3,4,1
"otu_10106","freshwater:terrestrial",0.000197819628949471,22.6,3,8,2
"otu_1011","marine_mud",0.00308252668397585,325.5,1,6,1
"otu_10118","freshwater",0.000167058714179859,32.8,1,5,1
"otu_10147","freshwater:terrestrial",0.000808870536893931,122,2,4,2
"otu_1015","freshwater",0.00201332184152863,221,2,10,1
"otu_10151","freshwater",0.000117920636207586,24.125,2,6,1
"otu_1016","marine_mud",0.00255698720852895,733.75,1,4,1
"otu_10163","terrestrial",0.000166982594407328,24.5714285714286,1,7,1
"otu_10169","freshwater:terrestrial",0.000207595027686441,48.8333333333333,3,8,2
"otu_10179","marine_mud",0.000325057458559028,57.8,2,7,1
"otu_10185","marine_mud",0.000231571682909178,42.2857142857143,1,7,1
"otu_1019","marine_mud",0.000996245975923824,210.777777777778,1,9,1
"otu_10195","marine_mud",0.000594701707634198,66.25,1,4,1
"otu_10202","freshwater",0.000372047505150641,66.875,2,6,1
"otu_10209","marine_mud",0.000323385221303976,44.8333333333333,2,4,1
"otu_1021","freshwater:terrestrial",0.000794962405469876,119.296296296296,3,19,2
"otu_10215","terrestrial",0.000410105144849696,41.25,1,4,1
"otu_10227","marine_mud",0.000249556846055579,34,1,7,1
"otu_1023","freshwater:terrestrial",0.00204747363811945,360.186507936508,3,33,2
"otu_10233","terrestrial",0.00017041057930884,26.7,1,10,1
"otu_10235","marine_mud",0.000325912141126128,47.6666666666667,1,6,1
"otu_1024","freshwater:terrestrial",0.00137157652204077,199.848739495798,3,25,2
"otu_10241","freshwater:terrestrial",0.000161477911805977,19.4,2,6,2
"otu_10247","freshwater",0.000328239517284106,48.5,1,4,1
"otu_10249","marine_mud",0.000196773733373623,26.5833333333333,2,7,1
"otu_10267","freshwater",0.000182858694117894,28.9166666666667,3,6,1
"otu_10269","freshwater:terrestrial",0.000143362434931813,27.0833333333333,3,12,2
"otu_10276","freshwater:terrestrial",0.000381833281308579,62.75,2,4,2
"otu_1028","marine_mud",0.00178844426933463,359.2,1,5,1
"otu_10290","freshwater",0.00039788188710788,84.7777777777778,3,5,1
"otu_10304","terrestrial",0.000180412082847916,26.3125,2,9,1
"otu_1031","freshwater",0.00132417124530771,167.25,2,7,1
"otu_1033","marine_mud",0.00577604939186661,560.75,1,4,1
"otu_1034","terrestrial",0.00177455878260985,186.2,1,10,1
"otu_10345","marine_mud",0.00026549697603874,33.2,2,6,1
"otu_10354","terrestrial",0.000136440020730255,30.5,1,4,1
"otu_10357","terrestrial",0.000130677890710988,40.6,1,5,1
"otu_10359","freshwater:terrestrial",0.000285992759253863,57.1,2,20,2
"otu_10362","freshwater",0.000235019164500487,71.875,2,5,1
"otu_10377","marine_mud",0.00051634040696322,61.75,1,4,1
"otu_1038","freshwater:terrestrial",0.000795322202987971,137.916666666667,2,20,2
"otu_10389","terrestrial",0.00027189455151026,35.1666666666667,2,7,1
"otu_1039","marine_mud",0.00099488476855506,264,2,5,1
"otu_10401","freshwater:terrestrial",0.000239269687686218,34.3541666666667,2,11,2
"otu_10412","marine_mud",0.000275243894804876,50.2,1,5,1
"otu_10419","freshwater:terrestrial",0.00033234115296606,37.8333333333333,2,6,2
"otu_10426","freshwater:terrestrial",0.000141498171495817,40.125,2,7,2
"otu_10438","marine_mud",0.000702771222830629,58.2,1,5,1
"otu_1044","marine_mud",0.00224353255307797,455.8,1,5,1
"otu_1048","marine_mud",0.00239457148881683,200.083333333333,1,12,1
"otu_10493","freshwater:terrestrial",0.000620670845906099,98,2,10,2
"otu_105","terrestrial",0.0078208461221906,1932.16666666667,1,6,1
"otu_1050","freshwater:marine_mud",0.00127624319408521,256.087121212121,3,27,2
"otu_10505","marine_mud",0.000175814002596531,23.9,2,6,1
"otu_10516","freshwater",0.000360528507383366,57.25,1,4,1
"otu_10518","marine_mud",0.000428251998605617,30.2,1,5,1
"otu_10522","freshwater:terrestrial",0.000137328817046405,40.7222222222222,3,6,2
"otu_10523","marine_mud",0.0001160942776891,19.25,2,5,1
"otu_1053","marine_mud",0.00292578262874269,263.375,1,8,1
"otu_10537","terrestrial",0.000323337356285872,42.125,2,5,1
"otu_10549","terrestrial",0.000267660359749745,50.2222222222222,1,9,1
"otu_10559","freshwater:marine_mud",0.000213691750445815,30.5,3,6,2
"otu_10576","marine_mud",0.00261373319902031,134.333333333333,2,4,1
"otu_10581","freshwater",0.000205064177070363,44.75,1,4,1
"otu_10589","freshwater:terrestrial",0.000240410296347877,39.6070175438596,3,32,2
"otu_10595","freshwater",0.000133843048955668,24.75,2,5,1
"otu_10605","terrestrial",0.000125284411722804,17,1,8,1
"otu_1061","marine_mud",0.0019038122905773,248.153846153846,1,13,1
"otu_10614","freshwater:terrestrial",0.000193142708914976,34.2142857142857,2,9,2
"otu_10626","freshwater:terrestrial",0.00030804981900434,36.4,2,15,2
"otu_10635","marine_mud",0.000276961453675699,32,1,4,1
"otu_10657","freshwater",0.000272720804889444,46.0555555555556,3,13,1
"otu_10658","freshwater:terrestrial",0.000421305888915312,33.9,3,8,2
"otu_1067","freshwater:terrestrial",0.00166978701593424,449.142857142857,2,16,2
"otu_10670","freshwater",0.000278760197503361,38,1,5,1
"otu_1068","freshwater:terrestrial",0.000699735376141983,87.4037037037037,3,27,2
"otu_10684","terrestrial",0.000280789833440344,24.8333333333333,2,7,1
"otu_10688","terrestrial",0.000351079252770601,37.5,1,4,1
"otu_10695","terrestrial",0.000220494096372543,24.2727272727273,2,12,1
"otu_107","freshwater:terrestrial",0.00284863063916084,449.082608695652,3,36,2
"otu_10711","marine_mud",0.000352881557508796,53.5714285714286,1,7,1
"otu_1073","marine_mud",0.00145146878367294,249,2,5,1
"otu_1074","marine_mud",0.0142397809567163,709.166666666667,2,12,1
"otu_1077","marine_mud",0.0032704358687332,446.375,1,8,1
"otu_10778","marine_mud",0.000428892955915867,50.875,1,8,1
"otu_10784","freshwater:marine_mud",0.000530067796435316,62,3,4,2
"otu_10796","marine_mud",0.000448522649822625,51.4,1,5,1
"otu_10803","freshwater:terrestrial",0.000390485214209093,78.5,2,5,2
"otu_10805","freshwater",0.00035179845248762,49.5,1,6,1
"otu_10806","freshwater:terrestrial",0.000153181654836684,34.0833333333333,2,7,2
"otu_1081","freshwater:terrestrial",0.00106236655220042,186.814285714286,3,22,2
"otu_10814","freshwater:terrestrial",0.000389555248389187,55.5,3,14,2
"otu_10819","freshwater:terrestrial",0.000209514916173678,31.1666666666667,2,4,2
"otu_1082","freshwater:terrestrial",0.00121573546459963,163.607843137255,3,22,2
"otu_10820","freshwater:terrestrial",0.000232606161607889,90.5,2,4,2
"otu_10829","freshwater:terrestrial",0.000191417066640521,32.3,2,11,2
"otu_1084","marine_mud",0.00722446593465812,1141.41666666667,2,7,1
"otu_10840","marine_mud",0.000465489675154561,66.2142857142857,2,8,1
"otu_10841","marine_mud",0.000263150841676941,45.1666666666667,2,4,1
"otu_10842","freshwater:terrestrial",0.000166786321830171,29.3055555555556,3,12,2
"otu_10856","freshwater",0.000485067647354777,60.25,1,4,1
"otu_10865","freshwater",0.000107904435249269,18.8571428571429,1,7,1
"otu_10868","freshwater:terrestrial",0.000243558494529742,34.6333333333333,2,8,2
"otu_10870","freshwater:terrestrial",0.000331315220396016,35.6666666666667,3,5,2
"otu_1088","freshwater:terrestrial",0.000937144778132951,232.5625,2,19,2
"otu_109","marine_mud",0.00396320867281587,602.926470588235,2,19,1
"otu_1090","freshwater:terrestrial",0.00100752611616589,140.55,3,26,2
"otu_10905","terrestrial",0.000494565366918604,94,1,4,1
"otu_10913","freshwater:terrestrial",0.000212301995169376,39.625,2,6,2
"otu_1093","freshwater:terrestrial",0.000584215079142551,99.1428571428571,2,18,2
