"otu","habitat_preference","average_prop","average_abundance","habitats_present","num_present","habitat_preference_n"
"otu_1","marine_mud",0.193965240270336,30467.6875,3,18,1
"otu_10","freshwater:marine_mud:terrestrial",0.0121031637042082,2809.33928571429,3,22,3
"otu_10001","freshwater:terrestrial",0.000188057623087963,24.8333333333333,3,6,2
"otu_10004","terrestrial",0.00028169102786398,38.2777777777778,2,10,1
"otu_1001","freshwater",0.00146231449420388,377.071428571429,2,8,1
"otu_10011","freshwater:terrestrial",0.000226773043853773,38.6333333333333,3,9,2
"otu_1004","freshwater",0.00103901413177684,295,2,8,1
"otu_1005","freshwater:terrestrial",0.00241486527533863,225.166666666667,3,6,2
"otu_10055","freshwater",0.000205733886735129,47.5,2,7,1
"otu_1006","freshwater:marine_mud",0.0035843411144201,613.5,3,6,2
"otu_10064","terrestrial",0.000322769963493436,34.75,1,4,1
"otu_1007","freshwater:terrestrial",0.000652362658366333,112.888888888889,3,23,2
"otu_10071","marine_mud",0.000320439770173255,31.1,2,6,1
"otu_10074","freshwater:terrestrial",0.000365932101845175,53.875,2,15,2
"otu_101","freshwater:terrestrial",0.00288348611044067,696.766666666667,3,23,2
"otu_10106","freshwater:terrestrial",0.000168142327980487,21.9,2,7,2
"otu_10121","marine_mud",0.000206005455283936,38.125,2,5,1
"otu_10132","terrestrial",0.000378611361178418,54.75,1,4,1
"otu_10147","freshwater:terrestrial",0.000880827745072377,122,2,4,2
"otu_1015","freshwater",0.00211677094782739,221,2,10,1
"otu_10151","freshwater",0.000121287455346507,24.125,2,6,1
"otu_1016","marine_mud",0.00264270761006554,733.75,1,4,1
"otu_10163","terrestrial",0.000215140239919943,30.8,1,5,1
"otu_10164","marine_mud",0.000450174986899089,39.75,1,8,1
"otu_10169","freshwater:terrestrial",0.000204426160620687,47.25,3,7,2
"otu_1017","freshwater:terrestrial",0.00271465892449558,284.666666666667,3,7,2
"otu_10185","marine_mud",0.000261738032465446,41.2,1,5,1
"otu_10187","freshwater:terrestrial",0.000236877069322077,38.0357142857143,2,9,2
"otu_10202","freshwater",0.000347586335043103,58.6666666666667,2,4,1
"otu_10209","marine_mud",0.000329197756528568,44.8333333333333,2,4,1
"otu_1021","freshwater:terrestrial",0.00083600500459386,116.240740740741,3,16,2
"otu_10227","marine_mud",0.000256429748692746,34,1,7,1
"otu_1023","freshwater:terrestrial",0.00163995339232338,256.931818181818,2,13,2
"otu_10235","marine_mud",0.00046829217805732,66.5,1,4,1
"otu_1024","freshwater:terrestrial",0.00140977777796805,199.848739495798,3,25,2
"otu_10241","terrestrial",0.000299200037922487,29.8,1,5,1
"otu_10247","freshwater",0.000340680960838938,48.5,1,4,1
"otu_10249","marine_mud",0.000227151469588477,28.8,2,6,1
"otu_1026","freshwater:terrestrial",0.00140872180704349,212.214646464646,3,27,2
"otu_10267","freshwater",0.000187858653236919,28.9166666666667,3,6,1
"otu_10268","freshwater:terrestrial",0.000250417073089797,36.4166666666667,3,14,2
"otu_10269","freshwater",0.000164330893147052,33,2,4,1
"otu_10276","freshwater:terrestrial",0.000414507214882191,62.75,2,4,2
"otu_1028","marine_mud",0.00185545563953915,359.2,1,5,1
"otu_10294","freshwater",0.000374909345107036,48.6666666666667,2,4,1
"otu_103","freshwater",0.00960539173651619,1043.91666666667,2,8,1
"otu_10303","freshwater:terrestrial",0.00016891973047758,30.0357142857143,2,11,2
"otu_10304","freshwater:terrestrial",0.000211893354674992,29.4166666666667,2,7,2
"otu_1031","freshwater",0.00140179920718531,167.25,2,7,1
"otu_1033","marine_mud",0.00610673749552896,560.75,1,4,1
"otu_10332","freshwater",0.00016013880048054,32.8333333333333,2,8,1
"otu_1034","terrestrial",0.00173573469044892,165.2,1,10,1
"otu_10345","marine_mud",0.000463522289708923,51,1,4,1
"otu_10353","marine_mud",0.000334348565766649,32.2,1,5,1
"otu_10354","terrestrial",0.00014026451259773,30.5,1,4,1
"otu_10357","terrestrial",0.000115233146049988,38.8,1,5,1
"otu_10359","freshwater:terrestrial",0.00020996058537087,46.9583333333333,2,14,2
"otu_1036","freshwater:terrestrial",0.00269476018009372,459.882154882155,3,31,2
"otu_1038","freshwater:terrestrial",0.000657910699511666,81.1153846153846,2,17,2
"otu_10389","terrestrial",0.000303578223204676,41.75,2,5,1
"otu_1039","marine_mud",0.00101995620956738,264,2,5,1
"otu_10398","freshwater:terrestrial",0.000184410156410472,44.4,2,8,2
"otu_10401","freshwater:terrestrial",0.000243534732654069,34.3541666666667,2,11,2
"otu_10409","freshwater:terrestrial",0.000395630593380257,100.083333333333,2,7,2
"otu_10418","marine_mud",0.00086176770690011,124.111111111111,2,10,1
"otu_10420","freshwater:terrestrial",0.000185754731001821,28.6666666666667,2,8,2
"otu_10438","marine_mud",0.000726872815226464,58.2,1,5,1
"otu_1044","marine_mud",0.00232829522416336,455.8,1,5,1
"otu_10460","terrestrial",0.000202850069596517,24.1428571428571,2,8,1
"otu_10469","terrestrial",0.000290148712457337,40.5,1,4,1
"otu_1048","marine_mud",0.00288599711431008,234.6,1,10,1
"otu_10482","freshwater:terrestrial",0.000570566406978675,89.0666666666667,2,8,2
"otu_10491","terrestrial",0.00013084972709565,30.0714285714286,3,10,1
"otu_10492","marine_mud",0.00147785089781748,66.1666666666667,2,4,1
"otu_10493","freshwater:terrestrial",0.000633069024205728,94.875,2,10,2
"otu_105","terrestrial",0.00776529230685026,1911.83333333333,1,6,1
"otu_1050","freshwater:terrestrial",0.0015232755230956,249.833333333333,3,19,2
"otu_10505","marine_mud",0.000204779868437504,28.25,2,5,1
"otu_10516","freshwater",0.00036984269866849,57.25,1,4,1
