generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-16.0745,-6338.95,500,0
20000,1,-25.91,725.013,4.11133,0.4052
40000,0,-15.6041,722.931,0.358302,0.47
60000,0,-15.5993,723.331,0.983132,0.438
80000,1,-24.7446,727.612,1.56548,0.350333
100000,1,-25.6085,734.588,1.08402,0.418143
120000,0,-15.6052,727.516,0.949827,0.344
140000,0,-15.5524,726.36,0.139096,0.4108
160000,0,-15.5218,728.945,0.401646,0.384667
180000,0,-15.6103,728.401,2.67899,0.33
200000,1,-30.0104,723.497,0.679359,0.326
220000,0,-15.6457,727.724,1.40196,0.364
240000,1,-27.2069,724.359,1.90449,0.369632
260000,0,-15.6543,727.913,1.03496,0.358222
280000,0,-15.6199,729.113,0.0539667,0.3975
300000,0,-15.5179,727.516,0.433725,0.356
320000,0,-15.4979,726.884,0.41831,0.431
340000,1,-28.1707,741.224,2.01129,0.486
360000,0,-15.5314,729.199,0.383399,0.407579
380000,0,-15.6284,728.385,3.77847,0.451
400000,0,-15.5919,729.063,2.27235,0.379
420000,0,-18.1358,726.51,1.8472,0.444
440000,0,-15.5553,728.504,0.167137,0.326
460000,0,-16.5514,724.604,0.332091,0.493
480000,0,-15.7214,728.223,0.53156,0.299
500000,1,-25.9718,723.294,0.66232,0.38225
520000,1,-25.4746,728.538,0.621969,0.381
540000,1,-29.0331,739.59,0.693615,0.520714
560000,0,-16.2777,724.472,1.53667,0.469
580000,1,-28.1254,742.314,3.68331,0.495
600000,2,-38.9687,741.392,1.47346,0.561
620000,1,-28.4905,740.96,1.09414,0.572
640000,0,-15.9209,725.573,1.17185,0.447
660000,2,-36.7807,742.006,2.83696,0.502
680000,0,-15.6325,728.326,0.075613,0.542
700000,0,-15.7906,725.077,0.790626,0.354
720000,0,-15.7961,724.594,0.0451454,0.33
740000,0,-15.6284,728.176,0.667001,0.341
760000,1,-26.8335,739.632,0.638476,0.4895
780000,1,-26.341,735.509,1.30726,0.464
800000,2,-39.3362,742.917,2.69229,0.549429
820000,2,-37.4783,737.148,0.841965,0.578
840000,2,-39.7012,737.195,2.67604,0.504222
860000,1,-25.6223,739.953,2.94017,0.555
880000,1,-27.8718,742.765,0.673233,0.547
900000,0,-15.4458,727.996,1.28458,0.338
920000,0,-15.4302,725.244,2.58914,0.358
940000,1,-29.7693,742.929,0.447318,0.454
960000,3,-52.0063,752.471,5.81862,0.444
980000,1,-28.9201,743.509,2.18331,0.53
1000000,4,-57.7052,737.546,2.91638,0.5316
1020000,4,-54.8051,741.323,4.70944,0.573
1040000,2,-37.9612,754.166,3.3986,0.46
1060000,2,-36.7351,735.873,4.41186,0.412
1080000,2,-39.0448,741.833,3.64982,0.571438
1100000,1,-30.162,741.606,3.14169,0.531
1120000,0,-15.512,725.23,1.00279,0.336
1140000,2,-36.7874,742.643,4.80939,0.527
1160000,0,-15.5784,727.669,0.705707,0.381
1180000,0,-15.634,727.29,2.50973,0.32
1200000,1,-26.5202,741.088,5.28333,0.487
1220000,1,-26.3611,739.328,0.48055,0.561
1240000,1,-27.7592,740.369,2.6465,0.496
1260000,0,-15.6817,726.771,1.70155,0.357
1280000,1,-27.3051,742.832,2.01343,0.570286
1300000,1,-29.0678,744.278,2.60316,0.5025
1320000,2,-37.681,742.751,5.45994,0.563
1340000,1,-29.0936,743.175,2.05157,0.5116
1360000,1,-25.2415,731.236,2.23979,0.407
1380000,1,-28.7674,743.019,2.00595,0.485
1400000,2,-37.7979,737.687,3.82792,0.507
1420000,1,-27.3674,743.031,2.79025,0.522
1440000,1,-26.1617,731.028,0.258714,0.45475
1460000,1,-29.549,740.967,2.45882,0.42
1480000,1,-28.2286,741.103,3.209,0.475
1500000,1,-28.504,739.284,2.6474,0.444
1520000,0,-15.5433,726.576,0.792797,0.369
1540000,2,-38.7098,747.633,1.30225,0.5248
1560000,0,-15.5749,728.868,0.819678,0.398
1580000,0,-15.5687,727.065,1.03228,0.366
1600000,3,-49.5173,755.382,2.97205,0.490381
1620000,1,-25.263,731.244,0.957344,0.483
1640000,3,-51.3465,743.655,2.78708,0.517
1660000,1,-25.3061,740.356,5.92548,0.50075
1680000,1,-25.8213,723.752,3.08428,0.427714
1700000,2,-38.9,743.129,3.19044,0.513429
1720000,0,-15.5583,728.631,1.16023,0.374
1740000,0,-15.6734,728.773,1.7687,0.301
1760000,1,-25.5499,738.225,1.12112,0.54
1780000,1,-26.3873,726.494,0.614793,0.315
1800000,1,-28.7822,726.679,3.21421,0.436125
1820000,0,-15.614,729.152,3.44394,0.308
1840000,3,-55.7413,755.697,10.488,0.433
1860000,0,-15.6223,728.449,0.39711,0.374
1880000,4,-58.1385,749.839,2.62848,0.528667
1900000,3,-50.5012,753.004,0.895113,0.495
1920000,0,-15.803,724.877,1.58588,0.321
1940000,1,-25.1001,726.268,2.38436,0.346
1960000,1,-26.3766,739.365,0.23885,0.502
1980000,0,-15.6812,728.394,1.06562,0.345
2000000,0,-15.4511,725.678,1.12177,0.499
2020000,1,-26.7434,742.384,1.0742,0.516667
2040000,0,-15.6087,728.369,0.276096,0.501
2060000,0,-15.5562,729.013,0.972683,0.312
2080000,2,-37.564,746.001,1.37374,0.518154
2100000,2,-39.4206,725.577,1.01429,0.438375
2120000,2,-37.1027,738.25,2.40348,0.531
2140000,1,-28.8494,742.494,2.33393,0.485
2160000,0,-15.5766,727.737,0.305918,0.361
2180000,1,-26.1281,738.16,3.18885,0.486
2200000,4,-57.911,753.564,2.97682,0.520214
2220000,2,-36.9847,738.315,6.03792,0.535714
2240000,2,-38.6373,737.396,6.19733,0.475
2260000,2,-42.0808,744.596,7.48955,0.490091
2280000,1,-27.5211,741.575,4.12455,0.4855
2300000,1,-26.0811,740.3,3.95064,0.491
2320000,0,-15.4715,727.954,0.111311,0.419571
