generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-15.6764,-4926.78,300.909,1
20000,0,-17.8061,663.953,3.08341,0.407
40000,0,-18.3952,663.186,0.271284,0.412923
60000,0,-18.3623,663.738,0.273261,0.4028
80000,0,-17.9794,664.457,1.62534,0.522
100000,1,-31.7561,663.486,1.66271,0.422
120000,0,-18.0509,663.81,0.225819,0.400187
140000,0,-18.0928,663.388,0.516683,0.424
160000,2,-38.5225,644.137,1.4828,0.5505
180000,1,-29.3396,664.956,2.24579,0.588
200000,0,-18.1548,664.881,1.82121,0.421
220000,0,-17.8578,663.283,0.448186,0.389
240000,0,-17.9398,664.199,0.0758158,0.39
260000,0,-18.0934,664.105,1.1141,0.399
280000,0,-17.6181,662.367,0.748444,0.456
300000,0,-18.3706,664.031,0.319303,0.361
320000,1,-29.2436,660.763,1.6441,0.385833
340000,0,-18.8544,661.07,2.68791,0.376
360000,1,-30.0776,668.637,1.69052,0.453654
380000,0,-18.6121,662.662,0.36004,0.402167
400000,2,-39.2541,662.371,2.77921,0.671
420000,0,-18.1888,664.483,0.359951,0.459
440000,1,-26.7415,661.57,0.907153,0.422
460000,0,-18.2589,662.95,2.56149,0.352
480000,0,-18.4022,663.635,1.31128,0.407
500000,0,-17.7772,663.656,2.90207,0.486
520000,1,-29.2313,664.115,1.10025,0.45
540000,0,-17.5618,661.606,0.0204439,0.417
560000,0,-18.6886,663.45,0.881926,0.407833
580000,0,-17.8995,664.72,0.492096,0.469
600000,1,-29.3748,665.819,1.22257,0.401
620000,0,-17.5001,662.543,0.623941,0.38
640000,0,-17.9973,664.685,0.232065,0.3754
660000,0,-17.7984,661.797,0.468414,0.405778
680000,0,-17.9178,664.225,3.37638,0.354
700000,0,-18.3276,664.512,0.515763,0.399
720000,0,-17.6454,661.432,0.0449794,0.41125
740000,1,-28.5839,665.383,1.50437,0.419667
760000,0,-17.281,658.626,0.134341,0.451308
780000,0,-18.2052,660.468,3.7737,0.354
800000,0,-17.7871,662.863,0.445857,0.441805
820000,0,-18.4405,663.117,0.933559,0.436
840000,0,-17.3848,662.78,0.5221,0.398429
860000,2,-40.5283,664.035,3.14762,0.6365
880000,0,-18.3163,663.044,0.558868,0.435
900000,0,-18.3016,662.16,0.954239,0.3825
920000,0,-17.6518,662.9,3.6945,0.423
940000,0,-17.626,662.827,0.577387,0.367
960000,0,-17.0864,657.175,0.207459,0.365
980000,2,-40.7577,669.953,2.55074,0.420545
1000000,0,-18.6251,662.683,3.09262,0.379111
1020000,0,-18.7141,662.554,0.870414,0.3744
1040000,0,-17.9464,663.694,0.0500799,0.396
1060000,0,-17.8911,662.5,0.600045,0.431176
1080000,0,-18.1818,660.988,0.0226924,0.4256
1100000,0,-17.8573,661.912,0.0333258,0.53
1120000,1,-27.4362,661.386,0.779525,0.381
1140000,0,-17.8183,658.935,0.0148203,0.505
1160000,1,-28.4663,668.108,1.42669,0.59
1180000,0,-18.4832,664.494,0.509133,0.387
1200000,0,-17.6842,663.859,0.686218,0.492
1220000,0,-18.1991,665.043,1.48583,0.3986
1240000,0,-19.2865,660.88,0.155066,0.402
1260000,0,-17.6158,662.155,0.521521,0.452
1280000,1,-28.3422,662.884,4.2204,0.4645
1300000,0,-18.8509,663.334,0.750523,0.531
