generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-16.0745,-5632.33,500,0
20000,0,-16.9577,667.007,2.96521,0.4765
40000,0,-16.2361,699.726,1.40251,0.467
60000,0,-16.5757,699.271,0.708854,0.391
80000,0,-16.7008,663.442,0.249002,0.554
100000,0,-16.6529,697.255,0.322764,0.361
120000,2,-38.6577,701.177,1.16622,0.510667
140000,0,-16.5085,698.003,3.27746,0.363
160000,1,-31.5942,672.344,1.27042,0.515
180000,0,-19.5749,671.929,1.06333,0.562
200000,0,-16.0619,698.151,1.8494,0.408263
220000,1,-25.595,690.763,1.77891,0.53825
240000,0,-16.7759,696.786,3.40143,0.452
260000,0,-16.3522,697.638,0.615147,0.528
280000,2,-39.1466,687.301,2.74869,0.552
300000,1,-27.6456,690.895,4.63325,0.567375
320000,0,-16.9105,697.74,2.23076,0.419714
340000,0,-16.5792,699.767,0.751127,0.381333
360000,2,-36.165,686.986,1.80685,0.53619
380000,0,-16.7435,698.481,1.16467,0.391222
400000,0,-15.8365,695.111,0.650545,0.403
420000,0,-16.3721,696.626,0.0540799,0.595
440000,0,-16.5373,699.561,0.765582,0.4031
460000,0,-16.7072,699,0.422668,0.315
480000,0,-16.4457,696.936,1.28719,0.471
500000,0,-16.7323,699.192,3.10747,0.387
520000,2,-37.944,703.862,1.21906,0.480333
540000,0,-16.3344,699.58,0.198787,0.40475
560000,0,-16.1418,698.094,1.65739,0.418812
580000,0,-16.2545,698.241,0.439874,0.311
600000,0,-16.6899,699.72,0.267255,0.408926
620000,1,-29.2775,697.914,1.91409,0.41
640000,0,-16.0875,697.077,0.819184,0.362
660000,1,-27.1004,698.384,4.16033,0.384
680000,0,-16.6225,699.332,0.385563,0.3482
700000,2,-36.0262,701.118,3.20114,0.493
720000,4,-56.6906,698.475,6.64331,0.490833
740000,0,-17.0002,696.001,0.396857,0.4158
760000,0,-16.2875,699.981,0.331186,0.466091
780000,0,-16.7331,698.731,0.241979,0.4335
800000,1,-27.6904,696.976,2.58412,0.413917
820000,0,-16.3464,697.378,0.390346,0.355
840000,0,-16.6629,698.857,0.0461423,0.402
860000,0,-16.1925,699.652,0.325307,0.319
880000,0,-16.2816,699.808,0.221032,0.393
900000,0,-15.9256,695.729,0.762709,0.329
920000,0,-15.9825,696.307,0.330236,0.475
940000,0,-16.2662,700.083,2.44467,0.343
960000,0,-17.392,694.781,0.169182,0.560833
980000,0,-16.9542,697.222,1.25088,0.411
1000000,0,-16.5792,696.683,0.791598,0.36
1020000,0,-16.3631,699.121,0.0701358,0.417
1040000,0,-16.545,698.355,0.620894,0.321
1060000,0,-16.1881,699.55,0.629212,0.384714
1080000,0,-16.4803,699.417,0.302182,0.365
1100000,1,-28.2566,697.251,1.41355,0.429
1120000,0,-17.0981,696.611,1.26893,0.4034
1140000,1,-26.7308,697.654,3.65404,0.445
1160000,1,-26.4775,697.65,0.56244,0.41
1180000,0,-15.9247,696.817,0.266347,0.365
1200000,0,-16.1778,699.254,0.670462,0.437667
1220000,2,-38.2852,702.668,1.33331,0.581
1240000,0,-16.5734,699.191,0.737473,0.3682
1260000,0,-16.6415,698.305,1.60896,0.395
1280000,0,-16.1261,699.335,2.28948,0.434
1300000,1,-28.5792,696.64,1.49471,0.363
1320000,0,-16.6656,699.334,0.241601,0.391
1340000,0,-16.5393,698.408,1.84107,0.349
1360000,0,-16.22,699.615,0.125468,0.356
1380000,0,-16.3013,699.915,0.48197,0.397417
1400000,0,-16.282,699.444,2.01097,0.552
1420000,0,-16.5863,699.274,0.204655,0.415375
1440000,2,-37.9374,712.319,1.68954,0.506333
1460000,0,-16.3661,696.245,1.43105,0.3705
1480000,2,-40.9611,697.164,1.75726,0.427375
1500000,1,-28.4092,711.893,3.10926,0.49975
1520000,5,-69.103,711.663,6.70735,0.579786
1540000,4,-58.9222,709.16,6.31889,0.552
1560000,4,-60.2507,714.949,1.47371,0.588
1580000,2,-38.0639,702.542,3.09201,0.649
1600000,1,-28.74,706.072,1.53348,0.484667
1620000,0,-16.4104,699.568,0.795397,0.38
1640000,3,-48.2336,708.029,7.55224,0.5075
1660000,0,-16.1737,696.274,0.133252,0.4
1680000,0,-16.4482,699.685,0.913439,0.334
1700000,1,-26.1015,701.677,1.26541,0.390391
1720000,5,-76.3082,722.348,16.1265,0.545
1740000,0,-16.1951,699.579,0.918659,0.413
1760000,1,-28.3691,709.062,3.11134,0.525
1780000,3,-52.1044,710.682,6.49331,0.5224
1800000,3,-54.3575,718.706,4.92955,0.5247
1820000,1,-31.7191,707.13,0.299102,0.519
1840000,0,-16.6454,698.845,0.327223,0.393
1860000,2,-39.2955,710.013,5.78899,0.483
1880000,1,-27.2883,707.781,1.83105,0.523
1900000,3,-52.4826,709.732,5.33073,0.591
1920000,4,-64.5706,714.71,1.93423,0.428
1940000,0,-16.0077,698.065,0.295068,0.404
1960000,4,-60.7178,724.055,5.48757,0.533
1980000,1,-33.0481,713.133,1.02849,0.573333
2000000,1,-30.2931,712.004,1.03024,0.542286
2020000,1,-27.9248,707.974,1.67095,0.486
2040000,1,-28.5257,709.356,0.820232,0.514
2060000,2,-37.1544,712.127,2.42645,0.548714
2080000,1,-27.6402,707.829,0.295422,0.51
2100000,1,-32.8571,716.968,0.0938491,0.524
2120000,0,-16.1715,699.417,1.02407,0.401
2140000,1,-28.9548,711.42,2.02435,0.525
2160000,2,-39.4994,715.552,1.65511,0.553
2180000,1,-27.1873,698.54,2.62098,0.343
2200000,0,-16.5134,699.522,0.121614,0.35
2220000,1,-27.0573,699.196,0.18989,0.403364
2240000,0,-16.353,699.319,0.436639,0.348
2260000,0,-16.3466,696.215,0.189954,0.478
2280000,1,-25.9835,702.603,1.51778,0.391625
2300000,0,-16.4605,696.542,0.0106544,0.4154
2320000,0,-16.9463,697.484,2.74491,0.417
2340000,0,-16.1863,698.572,0.173239,0.384167
2360000,0,-16.3549,700.233,0.150657,0.386333
2380000,0,-16.4286,699.397,1.37331,0.376333
2400000,1,-26.4997,697.189,4.14011,0.602
2420000,0,-16.1479,697.07,0.518944,0.537
2440000,0,-16.1138,699.22,2.35288,0.31
2460000,0,-16.4456,699.186,0.904423,0.419889
2480000,0,-16.2986,699.256,0.152026,0.411333
2500000,0,-16.2569,699.78,0.381676,0.377
2520000,0,-16.1062,698.243,0.411076,0.403
2540000,0,-16.1897,697.786,0.406896,0.495692
2560000,0,-16.5988,699.345,0.18869,0.382
2580000,0,-16.6315,697.806,0.2684,0.351
2600000,1,-27.5421,691.049,1.85137,0.407333
2620000,2,-39.8891,713.248,2.18395,0.527
2640000,1,-31.8842,715.892,0.862124,0.506
2660000,4,-61.9037,703.95,3.44997,0.606
2680000,2,-44.3327,711.122,5.23259,0.456
2700000,1,-29.0974,713.786,1.26174,0.552778
2720000,1,-25.7488,700.708,2.20771,0.53075
2740000,1,-31.2408,714.173,2.10016,0.492333
2760000,3,-51.6759,713.261,2.03729,0.498
2780000,3,-48.4374,705.573,5.68452,0.603167
2800000,1,-31.5156,712.812,1.78775,0.501
2820000,0,-16.5275,700.047,0.997517,0.356
2840000,1,-27.5851,711.534,1.49745,0.551
2860000,0,-16.5242,698.563,1.15877,0.3773
2880000,0,-16.2304,699.722,1.22435,0.36225
2900000,6,-85.495,713.904,7.34989,0.602
2920000,3,-55.8352,709.239,2.31391,0.473
2940000,0,-16.5028,698.405,1.01349,0.426139
2960000,1,-25.9653,699.448,2.16915,0.434
2980000,1,-31.3047,712.928,4.61513,0.531333
3000000,0,-16.6108,697.664,2.23773,0.4215
3020000,4,-64.5315,727.22,5.04069,0.501
3040000,0,-16.4446,698.729,0.05212,0.41
3060000,2,-44.1235,712.283,3.27006,0.432
3080000,1,-28.2578,708.666,1.27771,0.489
3100000,1,-26.4754,699.041,5.60618,0.444
3120000,0,-16.2239,697.854,0.778643,0.324
3140000,0,-16.1981,698.837,2.95977,0.3835
3160000,0,-16.2313,699.599,1.22813,0.599
3180000,0,-16.7509,696.89,1.09907,0.563
3200000,1,-25.683,699.725,1.55448,0.443333
3220000,1,-27.8483,699.569,1.32968,0.51219
3240000,0,-16.1612,698.751,1.17818,0.378
3260000,0,-16.5615,699.933,0.114961,0.326
3280000,0,-16.6604,694.593,0.0872855,0.348
3300000,0,-16.4509,699.089,0.0477941,0.488
3320000,1,-25.6547,696.088,4.09952,0.4335
3340000,1,-26.8375,696.501,2.54316,0.431778
3360000,0,-16.5356,697.187,5.21574,0.425
3380000,0,-16.2764,699.689,0.353656,0.394
3400000,0,-16.2569,699.562,2.60735,0.311
3420000,0,-16.6351,699.207,0.165192,0.319
3440000,0,-16.4873,698.666,2.8597,0.392
3460000,0,-16.3332,699.345,1.83145,0.386
3480000,0,-16.5922,698.997,0.275484,0.437091
3500000,0,-16.2131,698.068,3.82191,0.315
3520000,0,-16.2059,698.036,0.530626,0.5276
3540000,0,-16.5736,699.403,0.423268,0.441
3560000,0,-16.4032,699.156,0.263063,0.358
3580000,0,-17.0007,696.708,2.04093,0.422333
3600000,0,-16.7505,699.419,0.181517,0.406
3620000,0,-16.956,696.944,1.74369,0.374
3640000,0,-16.2124,698.226,2.11375,0.3602
3660000,0,-16.3975,698.494,0.29246,0.381
3680000,0,-16.4206,699.444,1.44029,0.406444
3700000,0,-16.27,696.051,2.048,0.4355
3720000,0,-15.9643,696.391,2.37768,0.486
3740000,1,-26.689,698.069,3.63612,0.43175
3760000,1,-26.0525,697.752,1.67266,0.469
3780000,0,-16.7082,697.628,0.770383,0.3682
3800000,0,-16.8179,698.049,0.985115,0.39725
3820000,0,-16.4721,697.956,0.595459,0.426333
3840000,0,-16.8978,698.127,0.0653457,0.453
3860000,0,-16.5341,698.614,6.46444,0.368
3880000,0,-16.2988,697.429,0.254425,0.349
3900000,0,-16.3842,698.56,0.706228,0.364
3920000,3,-51.054,699.343,11.2201,0.691
3940000,0,-16.4725,698.557,0.203811,0.463778
3960000,0,-16.107,698.246,0.0344593,0.384
3980000,0,-16.1168,696.512,0.937024,0.355
4000000,0,-16.4348,699.967,0.474599,0.354
4020000,0,-16.5432,699.632,2.82992,0.531
4040000,0,-16.0738,696.169,1.65287,0.581
4060000,1,-25.9813,698.123,1.26572,0.427
4080000,0,-16.7978,698.514,0.40844,0.388
4100000,2,-39.3467,695.508,5.33144,0.408286
4120000,0,-16.3347,698.048,1.31986,0.444167
4140000,0,-16.6884,698.95,2.09768,0.3915
4160000,0,-16.2162,699.24,1.67002,0.401
4180000,0,-16.4851,699.659,0.0534999,0.324
4200000,0,-16.4528,698.765,0.576958,0.363
4220000,0,-16.2501,699.547,0.288648,0.394
4240000,0,-16.1566,698.92,0.0364569,0.420667
4260000,0,-16.256,699.009,0.0106293,0.41325
4280000,1,-29.4634,710.705,0.604552,0.533714
4300000,0,-16.5661,697.615,1.04639,0.440111
4320000,1,-27.3325,706.817,5.00178,0.57
4340000,1,-26.286,710.007,1.4018,0.569
4360000,2,-37.1037,696.491,2.0556,0.479
4380000,2,-37.5086,709.666,5.01284,0.548091
4400000,0,-16.7645,699.256,1.50601,0.378
4420000,4,-64.6662,713.427,1.6052,0.617
4440000,2,-37.6959,709.211,1.64139,0.523
4460000,0,-16.4436,696.577,0.631128,0.374
4480000,1,-27.0391,701.551,3.13317,0.418333
4500000,0,-16.0636,697.434,2.38316,0.39
4520000,0,-16.2763,700.189,1.84263,0.454
4540000,0,-16.1261,699.423,0.0751619,0.441
4560000,0,-16.4502,699.516,0.182289,0.397
4580000,1,-27.3117,697.883,1.13948,0.526
4600000,0,-15.9934,698.046,0.278267,0.327
4620000,0,-16.387,697.577,0.893063,0.466
4640000,0,-16.3175,699.224,0.37984,0.43825
4660000,0,-16.0155,698.388,0.560244,0.395
4680000,0,-16.1596,697.042,0.177151,0.449571
4700000,1,-26.7256,696.721,5.93121,0.379333
4720000,0,-16.4809,696.12,0.899034,0.3425
4740000,0,-16.2941,699.485,1.34262,0.379875
4760000,1,-27.4009,699.363,9.08824,0.4354
4780000,2,-38.2966,694.641,1.54265,0.355
4800000,0,-16.7134,699.456,0.770302,0.333
4820000,0,-16.2037,698.364,1.47627,0.335
4840000,0,-16.3371,698.181,1.57935,0.434
4860000,0,-16.2728,698.67,0.915804,0.38
4880000,0,-16.0397,698.241,2.11486,0.371667
4900000,1,-28.2251,708.877,0.757192,0.442
4920000,0,-16.0919,698.445,1.35913,0.423667
4940000,0,-16.3851,698.705,0.162945,0.499
4960000,0,-17.6935,691.267,0.178867,0.415
4980000,0,-16.4291,698.59,1.67287,0.326
5000000,2,-39.1259,711.203,4.21109,0.537
5020000,0,-16.5729,696.367,1.21632,0.404
5040000,0,-16.4264,698.238,3.30974,0.418
