generation,N_shifts,logPrior,logLik,eventRate,acceptRate
19600000,27,-348.254,1979.51,26.1882,0.530296
19620000,25,-326.1,2019.51,26.2073,0.533625
19640000,30,-392.056,2027.13,24.8596,0.527
19660000,27,-344.497,2015.55,32.4678,0.482
19680000,25,-331.681,2035.22,25.3033,0.504
19700000,25,-320.736,1978.35,17.9701,0.537
19720000,27,-343.18,1985.24,38.9445,0.489
19740000,22,-291.09,2003.21,25.1558,0.531
19760000,25,-333.649,1979.76,35.9329,0.511
19780000,26,-339.973,2037.63,23.4529,0.494
19800000,32,-411.907,2016.6,31.3746,0.5245
19820000,28,-373.729,2030.84,26.7886,0.493
19840000,27,-343.525,2010.97,30.4253,0.537
19860000,28,-359.812,2026.27,27.0824,0.5
19880000,26,-335.58,1995.03,20.52,0.515
19900000,24,-313.243,2013.51,25.6419,0.504
19920000,26,-335.096,1963.19,24.0243,0.504
19940000,31,-399.476,2016.46,27.4388,0.515
19960000,23,-301.625,2009.21,17.5014,0.491
19980000,30,-376.593,2008.65,29.9182,0.533
20000000,26,-331.891,2011.58,27.7978,0.510143
20020000,27,-338.506,2008.97,27.5432,0.496
20040000,26,-331.729,1972.06,29.5655,0.514
20060000,33,-411.361,2035.29,38.8275,0.5265
20080000,29,-367.859,2039.94,29.9888,0.539667
20100000,26,-336.52,2023.91,22.4839,0.51
20120000,29,-384.769,2031.57,37.7536,0.52
20140000,24,-313.148,1965.17,23.9328,0.469
20160000,33,-421.72,2022.84,31.6525,0.529
20180000,28,-368.796,2042.89,26.8927,0.506
20200000,26,-344.548,2030.15,30.2776,0.514
20220000,26,-336.088,2028.64,32.4018,0.509
20240000,23,-301.988,1973.16,20.3611,0.534
20260000,22,-298.743,1969.61,19.3239,0.505
20280000,26,-342.542,2007.9,32.0027,0.512429
20300000,24,-329.902,2020.94,22.8873,0.51825
20320000,31,-397.228,2031.5,30.9509,0.508
20340000,27,-342.024,2013.12,24.4595,0.519
20360000,31,-404.578,2022.95,25.2191,0.5145
20380000,31,-388.035,1962.57,29.5594,0.541867
20400000,24,-329.721,2031.65,25.0644,0.5
20420000,24,-315.52,1953.59,32.1208,0.527
20440000,32,-400.902,2043.57,24.3705,0.517
20460000,33,-424.166,2063.73,34.8824,0.53
20480000,28,-376.393,2018.93,30.6358,0.526
20500000,29,-376.217,2023.93,25.8182,0.491
20520000,32,-407.839,2019.01,31.6417,0.541
20540000,31,-392.444,2040.28,34.5491,0.52
20560000,27,-337.769,1966.1,29.0448,0.526625
20580000,33,-423.88,2047.62,36.4603,0.5215
20600000,29,-390.252,2054.91,26.0505,0.516
20620000,27,-367.187,2028.64,23.1478,0.523
20640000,23,-310.885,1994.95,28.7672,0.51
20660000,29,-382.124,2021.53,29.0044,0.517
20680000,31,-400.091,2001.53,22.9319,0.52315
20700000,26,-334.248,2020.46,27.7816,0.492
20720000,30,-382.455,1993.6,30.6479,0.543
20740000,28,-363.389,2027.79,24.0432,0.503
20760000,31,-395.967,1998.39,39.179,0.528176
20780000,29,-376.764,2040.61,36.1593,0.543
