generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-16.4374,-12209.2,500,1
20000,0,-16.212,1347.06,0.420677,0.372
40000,2,-42.161,1476.02,2.89498,0.495833
60000,4,-66.314,1635.91,5.56975,0.469
80000,4,-69.4099,1641.84,1.01542,0.48
100000,5,-88.9111,1630.01,7.59729,0.51
120000,7,-92.8997,1675.32,11.2101,0.542
140000,5,-82.9167,1568.58,6.45166,0.539344
160000,6,-89.296,1708.17,8.69192,0.489
180000,9,-123.373,1744.8,9.90267,0.53
200000,12,-171.882,1787.19,17.5233,0.492
220000,13,-184.798,1828.7,9.57262,0.501
240000,14,-192.389,1820.14,13.7517,0.5184
260000,12,-170.782,1831.74,16.2493,0.506
280000,15,-199.274,1848.67,29.9727,0.524
300000,15,-199.132,1872.29,17.1292,0.525
320000,18,-242.392,1851.41,22.6468,0.529
340000,14,-193.695,1813.38,8.61128,0.558
360000,17,-236.661,1869.99,17.2852,0.536167
380000,18,-252.648,1872.58,19.3105,0.529111
400000,14,-179.18,1804.52,12.3041,0.513
420000,17,-208.41,1822.15,14.0217,0.552
440000,10,-137.479,1813.35,10.6193,0.518
460000,14,-195.083,1885.31,18.4397,0.500125
480000,13,-179.104,1820.94,14.9954,0.504
500000,14,-191.478,1824.75,14.463,0.584
520000,16,-218.033,1856.58,17.3557,0.5245
540000,13,-167.842,1852.94,14.468,0.522
560000,18,-227.176,1810.23,15.0841,0.533067
580000,13,-189.844,1841.65,14.8142,0.544
600000,17,-223.679,1886,15.5722,0.521758
620000,18,-226.216,1882.57,17.3848,0.538
640000,12,-159.762,1820.93,9.79563,0.529824
660000,16,-211.936,1845.95,18.7157,0.5155
680000,18,-239.104,1877.9,14.0036,0.549
700000,20,-255.045,1876.69,16.028,0.527
720000,16,-217.625,1878.98,14.5838,0.552
740000,16,-215.33,1879.95,17.7998,0.519467
760000,13,-180.933,1876.68,7.94266,0.454
780000,18,-233.219,1847.35,26.9323,0.5358
800000,19,-253.649,1883.39,28.2687,0.5195
820000,17,-233.106,1905.74,29.8396,0.529
840000,23,-280.645,1879.41,28.0842,0.585
860000,16,-224.476,1895.68,19.2587,0.512
880000,19,-253.785,1895.3,15.8032,0.526667
900000,20,-271.726,1930.58,20.4115,0.548
920000,17,-235.731,1907.25,19.0493,0.493
940000,17,-241.44,1930.99,21.2608,0.507
960000,26,-329.988,1970.73,18.7115,0.566
980000,18,-245.654,1920.43,22.2549,0.495
1000000,22,-283.332,1922.19,18.3122,0.537
1020000,24,-293.797,1931.28,25.6979,0.5482
1040000,17,-232.906,1904.15,10.637,0.514
1060000,22,-273.629,1903.42,21.0204,0.518
